,name,id1,id2,price_per_L,gender,page,url,description,other_text
376,"Sound of Donna, EdP 30 ml",063741,8011530805906,999.67,women,6,https://www.rossmann.de/de/pflege-und-duft-trussardi-sound-of-donna-edp-30-ml/p/8011530805906,"Erleben Sie das elegante Eau de Parfum Trussardi Sound of Donna. Eine Kombination aus fruchtiger Mandarine, grüner Mandel, Magnolie, zarter Vanilleblume, Tuberose, glamouröser Rose, cremigem Sandelholz, rebellischem Patchouli und dem Suchtpotenzial des Mont-Blanc-Akkords. Der feminine pinkfarbene Flakon des Trussardi Sound of Donna Eau de Parfums unterstreicht die sinnliche Note dieses kraftvollen Duftes, der in Erinnerung bleibt. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Magnolie, Mandel, Mandarinenorange</li><li><b>Herznote: </b>Tuberose, Rose, Heiliotrop</li><li><b>Basisnote: </b>Patchouli, Sandelholz, Kastanie, Schlagsahne</li><li><b>Duftfamilie:</b> blumig, orientalisch</li></ul>"
377,"Paris, 21 Rue Saint Guillaume EdP, 60ml",080435,3386460115605,466.5,women,6,https://www.rossmann.de/de/pflege-und-duft-karl-lagerfeld-paris-21-rue-saint-guillaume-edp-60ml/p/3386460115605,Die neue Duftlinie Places By Karl zeichnet Karl Lagerfelds Reisen zu seinen Lieblingsorten rund um die Welt nach. Dieses Eau de Parfum präsentiert leuchtende und zeitlose florale Obernoten mit frischen und würzigen Tropfen auf einem Holzsockel. ,
378,"Forever Classic Woman, Bodymist 250 ml",164208,3616305169433,27.96,women,6,https://www.rossmann.de/de/pflege-und-duft-mexx-forever-classic-woman-bodymist-250-ml/p/3616305169433,"Klassisch, aber alles andere als langweilig: Das Mexx Forever Classic Never Boring Woman Body Splash macht seinem Namen alle Ehre. Der blumig-fruchtige Duft versprüht zu jeder Gelegenheit pure Lebensfreude und passt besonders gut zu einem ausgelassenen Abend unter freiem Himmel. In der Kopfnote eröffnen saftig-süße Birne, spritzige Mandarine und Orange und frische, schwarze Johannisbeere die Komposition. Duftender Lotus und Veilchenblatt bilden das blühende Herz, das in einer warmen Basis aus Moschus, Praline und Sandelholz aufgeht. Das federleichte Mexx Forever Classic Never Boring Woman Body Splash eignet sich ideal für unterwegs und kann auch fürs Duft-Layering mit dem passenden Eau de Toilette oder einem anderen Lieblingsduft von Mexx genutzt werden – toll auch als Geschenk für die Freundin. Der leichte Kunststoffzerstäuber passt perfekt in die Tasche und sorgt so überall und zu jeder Zeit für eine frischen Dufthauch. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote: </b>Birne, Mandarine, Orange, schwarze Johannisbeere</li><li><b>Herznote: </b>Lotus, Veilchenblatt</li><li><b>Basisnote: </b>Moschus, Praline, Sandelholz</li><li><b>Duftfamilie:</b> blumig-fruchtig</li></ul>"
379,"Roma Rosa, EdT 50 ml",030919,8011530001889,999.8,women,6,https://www.rossmann.de/de/pflege-und-duft-laura-biagiotti-roma-rosa-edt-50-ml/p/8011530001889,,<ul><li>für sie</li></ul>
380,"Soulmate, EdP 30 ml",273831,4011700863051,466.33,women,6,https://www.rossmann.de/de/pflege-und-duft-soliver-soulmate-edp-30-ml/p/4011700863051,"Das Soulmate Women Eau de Parfum Spray von s. Oliver besteht vorwiegend aus Moschus, wobei die wertvolle Ingredienz von der etablierten Marke gänzlich neu interpretiert wird, um so einen modernen und zeitlosen Duft zu schaffen, der die Frau in eine angenehme und sinnliche Hülle steckt. ","<ul><li><b>Zielgruppe</b>: für Sie</li><li><b>Kopfnote</b>: Rote Beeren, Pfefferblume, Mandarine</li><li><b>Herznote</b>: Heiotrope, Pfingstrose, Freesie</li><li><b>Basisnote</b>: Baumwolle, Tonkabohne, weißer Moschus</li><li><b>Duftfamilie</b>: frisch, blumig</li></ul>"
381,"Début, EdP 50 ml",023577,4013670509205,1239.8,women,6,https://www.rossmann.de/de/pflege-und-duft-etienne-aigner-debut-edp-50-ml/p/4013670509205,"Zum Auftakt startet DÉBUT lebhaft in der Kopfnote mit Bergamotte, Mandarine, Petitgrain, grünem Apfel und Yuzu. Zu einem Intermezzo in der Herznote schließen sich Orangenblüte, Jasmin und Wasserlilie zusammen, zu denen sich Hibiskus-Samen gesellen, die dem Duft Tiefe verleihen. Warme und sinnliche Akzente bilden eine ausgewogene Komposition aus Zedernholz, Patchouli, Eichenmoos, Vanille und Weissem Moschus in der Basis. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Bergamotte, Mandarine, Petitgrain, grüner Apfel, Yuzu</li><li><b>Herznote: </b>Orangenblüte, Jasmin, Wasserlilie, Hibiskus-Samen</li><li><b>Basisnote:</b> Zedernholz, Patchouli, Eichenmoos, Vanille, weißer Moschus</li><li><b>Duftfamilie:</b> floral, orientalisch</li></ul>"
382,"Definition, EdP",028203,0719346648820,732.67,women,6,https://www.rossmann.de/de/pflege-und-duft-christina-aguilera-definition-edp/p/0719346648820,Christina Aguilera ist der Inbegriff von Selbstbewusstsein und Erfolg und verkörpert die Powerfrau. Ihr Duft - Christina Aguilera DEFINITION - steht für die innere weibliche Stärke und inspiriert Frauen dazu stark und weiblich zugleich zu sein. ,<ul><li>Natural Spray</li><li>für Sie</li></ul>
383,My Honey EdP 40 ml,146707,4260584031562,999.75,women,6,https://www.rossmann.de/de/pflege-und-duft-toni-gard-my-honey-edp-40-ml/p/4260584031562,"My Honey ist ein bezaubernder Duft: sinnlich, leicht und charmant wie der erste Frühlingstag. Ein Duft, der bleibt, schöne Momente ewig festhält. Und das Herz gleich mit dem Aufsprühen höher schlagen lässt. Er verströmt die ersten Frühlingsgefühle, Erinnerungen mit dem Liebsten und begleitet Sie durch das ganze Jahr. My Honey von Toni Gard passt perfekt zu Individualistinnen mit fröhlichem Charakter.  Er strahlt Weiblichkeit aus, überrascht mit zarter Frische und fesselt mit einer weichen, sinnlichen Note., Zum Verlieben schön duftet My Honey: Mit diesem Parfum haben die Kreateure von Toni Gard eine einzigartige, dynamische Verbindung aus weiblichen Noten und anregenden Akzenten komponiert. Der Duft spielt zu Beginn mit köstlich frischen Noten, einem Mix aus fröhlicher Limette, goldenen Früchten und der seidig vibrierenden Essenz von Honigtau. In der floralen Herznote treffen sich Lotus und Magnolie mit berauschendem weißen Jasmin zu einem romantischen Tête à Tête. Akkorde von schmeichelnd hellen Hölzern, saftiger Himbeere und samtigem Moschus runden den charmanten Duft ab und zaubern eine natürlich-sinnliche Aura. My Honey – fruchtig floral., My Honey ist ein starker Duft, der pure Lebenslust und Emotionen versprüht und exklusiv nur bei Douglas erhältlich ist. Ein Duft, der glücklich macht. Er ist ein Geschenk – vor allem vom Liebsten. Aber auch an die beste Freundin, an die liebste Mutter, die tollste Schwester. Toni Gard ist es gelungen, eine liebevolle Geste in einem Flakon einzufangen: My Honey. ","<ul><li><b>Zielgruppe: </b>Für Sie</li><li><b>Basisnote:</b> Helle Hölzer, Himbeere, Moschus</li><li><b>Herznote:</b> Lotusblüte, Jasmin, Magnolie</li><li><b>Kopfnote: </b>Honigtau, Nektarine, Mirabelle</li></ul>"
384,"L'Edition, EdP 30ml",070413,5060539180548,899.67,women,6,https://www.rossmann.de/de/pflege-und-duft-elle-ledition-edp-30ml/p/5060539180548,"Mit Charme und kühner Verspieltheit verkörpert der ikonische Duft ELLE L’EDITION die seit Langem bestehende Pariser Tradition und den stilvollen Freigeist der ELLE. Perfekt unperfekt steht die ELLE-Frau für einen mühelosen, schicken Stil. Sie ist furchtlos weiblich, voller Energie und lebt den Augenblick. ELLE L'EDITION ist ein frischer, zart fruchtiger, blumiger Duft – leicht genug für den Tag, elegant genug für die Nacht. Der Duft besticht sofort mit köstlichen Nuancen von Zitrusfrüchten und fruchtig-blumigen Kopfnoten von Limone, Mandarine, Freesie und einem Hauch von Birne. Das florale Herz des Duftes ist ein angenehmes Gleichgewicht aus Jasmin, Pfingstrose, Maiglöckchen und Rose, abgerundet mit einem Hauch weichen Pfirsichs. Die Basisnoten sorgen für ein langanhaltendes Dufterlebnis mit einer Mischung aus Sandelholz, Zedernholz und Moschus. Der Flakon von ELLE L'EDITION verkörpert gekonnt die stilvolle, freigeistige, zeitgenössische Frau – mit seiner modernen Silhouette und seinem schlichten, aber femininen Design, das die Werte der Marke ELLE perfekt widerspiegelt. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Mandarine, Limone, Freesie, Birne</li><li><b>Herznote: </b>Jasmin, Pfingstrose, Maiglöckchen, Rose, Pfirsich</li><li><b>Basisnote:</b> Sandelholz, Zeder, Moschus</li><li><b>Duftfamilie:</b> fruchtig, blumig</li></ul>"
385,"Signature For Her, EdP 100 ml",132760,4260609793109,399.9,women,6,https://www.rossmann.de/de/pflege-und-duft-karl-kani-signature-for-her-edp-100-ml/p/4260609793109,"Liebliche Tangerine trifft auf kräftige schwarze Johannisbeere. Dadurch eröffnet WOMAN primär feminin zart, aber energetisch zugleich. In der Herznote betört ein geballtes Bouquet aus Maiglöckchen, Pfingsrose und exotischer Lotusblüte, welche durch eine Base aus himmlisch hellem Musk getragen wird. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Mandarine, Schwarze Johannisbeere</li><li><b>Herznote:</b> Maiglöckchen,Pfingstrose,Lotus</li><li><b>Basisnote:</b> Moschus</li><li><b>Duftfamilie:</b> floral, pudrig-animalisch</li></ul>"
386,"Casmir, EdP 100 ml",027929,7640177366016,519.9,women,6,https://www.rossmann.de/de/pflege-und-duft-chopard-casmir-edp-100-ml/p/7640177366016,"Das Chopard Eau de Parfum Casmir hat einen orientalischen Beigeschmack. Der Damenduft erinnert an die Kulturen des fernen Abendlandes und besticht durch seine überraschend vielseitigen Nuancen. Die aromatischen Ingredienzien von Casmir rufen ein leidenschaftliches Lebensgefühl hervor, das eine aufregende Lebensweise vermittelt. ",
387,"Show me love, EdP 30 ml",136714,3616303452414,999.67,women,6,https://www.rossmann.de/de/pflege-und-duft-escada-show-me-love-edp-30-ml/p/3616303452414,"Show Me Love ist ein Parfum für Frauen mit echter Star-Power für den ultimativ raffinierten Mix aus Sinnlichkeit und Gourmand. Saftige Blaubeernoten vereinen sich mit einer sinnlichen Herznote aus Jasmin, während ein köstlicher Blaubeer-Macaron-Akkord den Duft abrundet, um die ultimative Süße zu erreichen. Show Me Love ist ein veganes, blumiges Escada Parfum, welches ESCADAs Mission widerspiegelt, moderne Düfte zu kreieren, die immer umweltbewusster sind. ",<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Saftige Blaubeere</li><li><b>Herznote:</b> Sinnlicher Jasmin</li><li><b>Basisnote:</b> Köstlicher Blaubeer-Macaron-Akkord</li></ul>
388,"Shine for Her, EdT 30 ml",124924,5024693191543,433.0,women,6,https://www.rossmann.de/de/pflege-und-duft-bench-shine-for-her-edt-30-ml/p/5024693191543,"Bench Shine for her ist ein zarter, aber intensiv blumiger Duft mit unvergesslichen Noten. Ein Duft, der sie strahlen lässt wie nie zuvor. ","<ul><li><b>Zielgruppe</b>: Für Sie</li><li><b>Kopfnote</b>: Birne, Cassis, Rosa Pfeffer, Mandarine</li><li><b>Herznote</b>: Rose, Alpenveilchen, Lilie</li><li><b>Basisnote</b>: Patchouli, Sandelholz, Amber, Vanille</li><li><b>Duftfamilie</b>: floral</li></ul>"
389,Hair & Body Fragrance Stay Pink,156664,4008268001254,54.95,women,6,https://www.rossmann.de/de/pflege-und-duft-bettina-barty-hair-und-body-fragrance-stay-pink/p/4008268001254,"Entdecken Sie das unwiderstehliche Bettina Barty STAY PINK Hair & Body Fragrance, kreiert von Natascha Ochsenknecht. Ein himmlisch duftendes Erlebnis, das Ihre Sinne verzaubert und Ihren Tag mit einer einzigartigen Duftkomposition bereichert. Der Duft von STAY PINK ist eine gelungene Fusion aus frischer Rose und warmer Oud Note, die eine sinnliche und gleichzeitig erfrischende Atmosphäre schafft. Die blumige Leichtigkeit der Rose harmoniert perfekt mit der tieferen, warmen Nuance von Oud, was einen unvergesslichen und verführerischen Duft ergibt. Das Produkt trägt stolz das Qualitätssiegel ""Made in Germany"", denn Bettina Barty setzt auf höchste Standards und Präzision in der Herstellung. Dabei legen sie nicht nur Wert auf exzellente Duftkompositionen, sondern auch auf Nachhaltigkeit und Tierfreundlichkeit. STAY PINK ist zu 100% tierversuchsfrei und enthält kein Mikroplastik, um einen Beitrag zum Umweltschutz zu leisten.Tauchen Sie ein in die Welt von STAY PINK und gönnen Sie sich den Luxus eines himmlisch duftenden Haar- und Körpersprays, das Ihre Persönlichkeit unterstreicht und Ihnen ein einzigartiges Dufterlebnis schenkt. Verleihen Sie Ihrem Alltag eine duftende Note – pure Sinnlichkeit, hergestellt in Deutschland. ",
390,"To Be Born to Shine For Woman, EdP 40 ml",124937,0679602159135,574.75,women,6,https://www.rossmann.de/de/pflege-und-duft-police-to-be-to-be-born-to-shine-for-woman-edp-40-ml/p/0679602159135,"Das To Be Shine for her von Police ist ein süchtigmachender Gourmand-Duft mit einer einzigartigen Mischung aus leuchtenden und lebendigen Noten. Ein Duft, der die Trägerin heller als einen Stern erstrahlen lässt und ihr Charisma unterstreicht. ","<ul><li><b>Zielgruppe</b>: Für Sie</li><li><b>Kopfnote</b>: Mandarine, Zimt, Bergamotte, Apfel</li><li><b>Herznote</b>: Pflaume, Jasmin, Kaffee, Damaszener Rose</li><li><b>Basisnote</b>: Patchouli, Sandelholz, Vanille, Kaschmir</li></ul>"
391,"Silent St., EdP 50 ml",124709,0853503006020,799.8,women,6,https://www.rossmann.de/de/pflege-und-duft-derek-lam-10-crosby-silent-st-edp-50-ml/p/0853503006020,,<ul><li>Eau de Parfum Spray</li></ul>
392,"Signature Woman EdP, 100 ml",144815,4260609793123,399.9,women,6,https://www.rossmann.de/de/pflege-und-duft-carlo-colucci-signature-woman-edp-100-ml/p/4260609793123,"In Carlo Colucci Gold for Her EdP trifft Bergamotte auf berauschenden Lilienduft. Magnolia sorgt für Energie, Sandelholz und Amber Noten bescheren einen langanhaltenden Drydown. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Bergamotte, Cotton Candy, Rote Früchte, Pflaumenblüte, Magnolia</li><li><b>Herznote: </b>Rose, Vanille, Benzoin Resinoid, Tonkabohne, Kaschmir</li><li><b>Basisnote:</b> Sandelholz, Moschus Noten, Amber Noten, Zypresse, Vetiver</li></ul>"
393,"Free Spirit, EdP 30 ml",124578,5060539181897,899.67,women,6,https://www.rossmann.de/de/pflege-und-duft-elle-free-spirit-edp-30-ml/p/5060539181897,"Free Spirit ist ein inspirierendes Parfüm, das um Kopfnoten von exotischen Früchten und Basisnoten von Holz und Honig herum aufgebaut ist. Ein Duft, der für jede Frau gemacht wurde, wie auch immer sie sich definiert. Zielgruppe : Für Sie Kopfnote : exotischen Früchten Basisnote : Holz, Honig Duftfamilie : Blumig ",
394,"Motion for Her, EdT 30 ml",065916,5024693172528,333.0,women,6,https://www.rossmann.de/de/pflege-und-duft-bench-motion-for-her-edt-30-ml/p/5024693172528,"Das Bench. Motion For Her Eau de Toilette ist ein warmer, orientalisch würziger Duft und ist die perfekte Begleitung für jedes City-Abenteuer. Ein bewegendes Duftstatement, inspiriert vom Musik- und Festival-Lifestyle, im einzigartigen Signature-Flakon, der mit aktuellen Fashiontrends spielt. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote: </b>Rosa Pfeffer, Orangenblüten, Birnen</li><li><b>Herznote: </b>Jasmin, Kaffee</li><li><b>Basisnote:</b> Patschuli, Vanille, Zeder</li><li><b>Duftfamilie: </b>orientalisch, würzig</li></ul>"
395,"Festival Nite for Her, EdP 30 ml",124738,0085715268136,466.33,women,6,https://www.rossmann.de/de/pflege-und-duft-hollister-festival-nite-for-her-edp-30-ml/p/0085715268136,"BEFREIEND - ENERGETISIEREND - GRENZENLOS. Inspiriert von atemberaubenden Stränden, endlos blauem Himmel und nie enden wollendem Sommer, bringt die nach einem Ort in Kalifornien benannte Mode-Marke, den relaxeden Lifestyle von Southern California in die Welt. Das Duft-Duo Festival Nite for Him und for Her folgt auf Festival Vibes und symbolisiert die für die Marke typische Cali-Coolness, indem es absolute Partystimmung mit einem einzigen Sprühstoß verbreitet. Der Sternenhimmel spiegelt ein buntes Meer von Neonfarben wider, inspiriert von langen Nächten mit Freunden, in denen unvergessliche Erinnerungen entstehen. Ob am Strand oder inmitten einer vibrierenden Menge, diese Düfte erzählen von niemals endenden, unvergesslichen Nächten! Sie liebt diesen Moment, wenn die Sonne untergeht – und die Party beginnt. Über ihr der Sternenhimmel, das Rauschen des Meeres zu ihrem Lieblingssong. Sie selbst inmitten ihrer liebsten Freunde. Ein Spritzer ihres Lieblingsduftes entführt sie direkt dorthin. In der Luft die pulsierende Energie üppiger Blüten von Freesie und Orchideen, exotischer Früchte und warmer Vanille-Marshmallows. So entstehen endlose Erinnerungen an unvergessliche Abende. ","<ul><li><b>Zielgruppe</b>: für Sie</li><li><b>Kopfnote</b>: Kokosnuss, Freesie, Mandarine</li><li><b>Herznote</b>: Schwarze Johannisbeere, Apfelblüte, Tigerorchidee</li><li><b>Basisnote</b>: Vanilleinfusion, Marshmallow, Amber</li><li><b>Duftfamilie</b>: fruchtig, orientalisch</li></ul>"
396,"Green Tea Sakura Blossom, EdT 100 ml",095607,0085805242718,319.9,women,6,https://www.rossmann.de/de/pflege-und-duft-elizabeth-arden-green-tea-sakura-blossom-edt-100-ml/p/0085805242718,"Anmutig. Zart. Vergänglich. Inspiriert von den japanischen Sakura-Bäumen, die im Frühling nur für kurze Zeit blühen, fängt dieser Duft die Schönheit seidener Blütenblätter ein, die in einem faszinierenden, natürlichen Schauspiel zum Leben erweckt wird. Er öffnet sich mit einer erfrischenden Leichtigkeit, einer Signatur, so leuchtend wie die einer sonnenverwöhnten Wiese mit Kirschblütenbäumen, bevor er zu einem Akkord aus süßen Mandeln, knackiger Bergamotte und Floralnoten verschmilzt, umwoben von weißer Sakura-Kirschblüte und frischem, grünem Tee – eine beschwingte Komposition, die Ihre Sinne angenehm berührt. ",
397,"Paradise for Her, EdP 100 ml",146749,4260609794298,399.9,women,6,https://www.rossmann.de/de/pflege-und-duft-karl-kani-paradise-for-her-edp-100-ml/p/4260609794298,"Fruchtiges Cassis flirtet mit Mandarinenblüten und Freesia.Maiglöckchen mischt mit, Cashmere-Wood verleiht Stand. ImAbgang dominieren Vetiver, Amber und Moschus, flankiert vonLeder und Patschouli. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote: </b>Mandarine, Cassis. Freesie, Pfirsich</li><li><b>Herznote: </b>Aquatische Note, Koriander, Maiglöckchen,Kaschmirholz</li><li><b>Basisnote: </b>Amber, Moschus, Moos, Sandelholz, Vetiver, Vanille, Leder, Patchouli</li><li><b>Duftfamilie: </b>frisch-floriental, musky</li></ul>"
398,"Minuit à New York, EdP 100 ml",226233,3600550814262,319.9,women,6,https://www.rossmann.de/de/pflege-und-duft-vanderbilt-minuit-a-new-york-edp-100-ml/p/3600550814262,Für die moderne und selbstbewusste Frau. ,"<ul><li>Kopf: Lilie, Tuberose, Pfingstrose</li><li>Herz: Jasmin, Hyazinthe, Veilchen, Gardenie</li><li>Grund: Harz, Leder, Sandelholz, Patchouli</li><li>Duftfamilien: orientalisch, blumig</li></ul>"
399,"Signature Woman, EdP 75 ml",159347,8052464897070,866.53,women,6,https://www.rossmann.de/de/pflege-und-duft-roberto-cavalli-signature-woman-edp-75-ml/p/8052464897070,"Das Roberto Cavalli Signature Eau de Parfum macht süchtig und ist ein überschwänglicher Duft, der vom ersten Kontakt an fesselt. Die Komposition verströmt eine reichhaltige orientalischflorale Essenz, die auf reizvollen Noten von Orangenblüten aufbaut und durch amberartig-orientalische Untertöne von Benzoe, rosa Pfeffer, Tonkabohne und Vanille ergänzt wird. Der Duft stellt eine Verkörperung italienischer Weiblichkeit, Sinnlichkeit und Opulenz dar. ","<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote:</b> grüne Mandarine, rosa Pfeffer, Ambrettesamen</li><li><b>Herznote:</b> Orangenblüte, arabischer Jasmin, Miabelle</li><li><b>Basisnote:</b> Benzoe Laos, Patchouli, Vanille Absolu</li></ul>"
400,"PINK BLOOD for her, EdP 100 ml",159212,4260609795646,399.9,women,6,https://www.rossmann.de/de/pflege-und-duft-wacken-pink-blood-for-her-edp-100-ml/p/4260609795646,"WACKEN PINK BLOOD, EdP 100 ml für Frauen startet mit Myrrhe und Kardamom. In der Herznote dominieren Weihrauch und Smoky Notes, aufgefrischt durch Jasmin. Den Drydown bestimmen Amber und Zedernholz. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote: </b>Kardamom, Myrrhe, Zypresse, Orangenblüte</li><li><b>Herznote:</b> Weihrauch, Jasmin, Maiglöckchen, rauchige Noten</li><li><b>Basisnote:</b> Moschus, Zedernholz, Amber, Dry Note</li></ul>"
401,GRL PWR EdP 40 ml,146704,4260584031609,749.75,women,6,https://www.rossmann.de/de/pflege-und-duft-toni-gard-grl-pwr-edp-40-ml/p/4260584031609,"Die Duftnoten von GRL PWR inspirieren und senden eine Botschaft in die Welt: Alles ist möglich, vertrau dir und du erreichst, was du willst. ","<ul><li><b>Zielrichtung: </b>Für Sie</li><li><b>Kopfnote:</b> weiße Pfingstrose, Orange, Zitrone</li><li><b>Herznote: </b>Zedernholz, Freesie, weiße Rose</li><li><b>Basisnote:</b> Moschus, Vetiver, Eibisch</li></ul>"
402,"Paradiso Woman, EdP 30 ml",158727,8052464896806,1333.0,women,6,https://www.rossmann.de/de/pflege-und-duft-roberto-cavalli-paradiso-woman-edp-30-ml/p/8052464896806,"Paradiso Eau de Parfum ist ein makelloser Sommerduft, der wie ein verzauberter Schlüssel den Eingang zu einer prächtigen Villa am Mittelmeer öffnet. Paradiso ist eine Ode an die weibliche Sinnlichkeit und Verführung und übt mit seiner sonnengetränkten, holzigen Note eine hypnotische Anziehungskraft aus. Bei der ersten Begegnung mit diesem makellosen Sommerduft werden Ihre Sinne von der belebenden und exotischen Verschmelzung von Neroli und Mandarine umhüllt. Anschließend werden Sie von den zarten, blumigen Jasmin-Noten in den Bann gezogen, die schnell zu Ihrer neuen Obsession werden. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Neroli, Mandarine</li><li><b>Herznote:</b> wilder Jasmin</li><li><b>Basisnote:</b> Zypresse, Moschus</li></ul>"
403,"5th Avenue NYC Love, EdP 75 ml",115754,0085805210618,359.87,women,6,https://www.rossmann.de/de/pflege-und-duft-elizabeth-arden-5th-avenue-nyc-love-edp-75-ml/p/0085805210618,,"<ul><li><b>Zielgruppe:</b> Für Sie</li><li><b>Kopfnote:</b> sizilianische Mandarine, Birne</li><li><b>Herznote:</b> Freesie, Orangenblüte, Pfingstrose, Gardenie</li><li><b>Basisnote:</b> Patschuli, Sandelholz, Moschus</li><li><b>Duftfamilie:</b> blumig, fruchtig</li></ul>"
404,"Image Woman, EdT 75 ml",095613,5050456523757,466.0,women,6,https://www.rossmann.de/de/pflege-und-duft-cerruti-image-woman-edt-75-ml/p/5050456523757,"Das Cerruti Image Women Eau de Toilette Spray ist ein frischer, blumiger Damenduft, der durch seine dazugehörigen warmen, holzigen Duftaromen eine besondere edle und moderne Note erhält. Die exklusive Mischung aus Blüten und Grapefruit und den Aromen von Minze sowie Moos, Birke und Patchouli runden die verführerischen Aromen zu einem besonderes sinnlichen Dufterlebnis ab. ","<ul><li>Kopfnote: Grapefruit, Pfeffer, grüne Noten</li><li>Herznote: Minze</li><li>Basisnote: Birke, Zederholz, Ambra, Leder</li></ul>"
405,"Rome EdP, 60 ml",124765,3386460130028,466.5,women,6,https://www.rossmann.de/de/pflege-und-duft-karl-lagerfeld-rome-edp-60-ml/p/3386460130028,"Karl Lagerfeld reiste mit einer kindlichen Neugier und einem unstillbaren Appetit auf neue Entdeckungen um den Globus. Auch wenn seine Geschichte und seine frühen Erinnerungen an Deutschland denken lassen, war der eminent Pariser Designer in erster Linie ein Weltbürger, der die universellen Sprachen der Mode und der Kunst fließend beherrschte. Bestimmte Städte dominierten seine außergewöhnliche Karriere - jene, in denen er lebte und seine Kollektionen entwarf -, während andere nur gelegentlich aufgesucht wurden. Doch sie alle haben sein facettenreiches Werk unauslöschlich geprägt. ","<ul><li><b>Zielgruppe</b>: Für Sie</li><li><b>Kopfnote</b>: Orange, Neroli</li><li><b>Herznote</b>: Orangenblüte, Jasmin, Orchidee</li><li><b>Basisnote</b>: Sandelholz, Kristallbernstein, Moschus</li><li><b>Duftfamilie</b>: floral Fruchtig</li></ul>"
406,"Début by Night, EdP 100 ml",044679,4013671001036,829.9,women,7,https://www.rossmann.de/de/pflege-und-duft-etienne-aigner-debut-by-night-edp-100-ml/p/4013671001036,"Das Parfüm Etienne Aigner Debut by Night besticht durch seinen weiblichen Duft, der Ihnen in jeder Gesellschaft einen gelungenen Auftritt garantiert. ","<ul><li>Kopf: Blüte des Zitronenbaumes, Birne, Zitrone, Bergamotte</li><li>Herz: Orangenbaumblüte, Seerose, Rose</li><li>Grund: Himbeere, Patchouli, Vanille, Zeder</li><li>Duftfamilien: blumig, orientalisch</li></ul>"
407,"Exotic Jungle for woman, EdP 40 ml",075675,0679602174121,574.75,women,7,https://www.rossmann.de/de/pflege-und-duft-police-to-be-exotic-jungle-for-woman-edp-40-ml/p/0679602174121,"Das anziehende und unwiderstehliche To Be Exotic von Police richten sich an Frauen, die wissen was sie wollen! Die frischen Nuancen von Zitrone, schwarzer Johannisbeere und süßer Pflaume vereinen sich mit einem verführerischen Hauch von Vanille und der einzigartigen Essence von Wildleder zu einem sinnlichen und mutigen Duft. Eine Komposition, die die Einzigartigkeit einer jeden Frau perfekt unterstreicht! ",<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Zitrone und saftige schwarze Johannisbeere</li><li><b>Herznote: </b>Osmanthus und Jasmin</li><li><b>Basisnote:</b> Wildleder und Vanille</li><li><b>Duftfamilie:</b> fruchtig</li></ul>
408,"Signature Woman, EdP 50 ml",159346,8052464897087,999.8,women,7,https://www.rossmann.de/de/pflege-und-duft-roberto-cavalli-signature-woman-edp-50-ml/p/8052464897087,"Das Roberto Cavalli Signature Eau de Parfum macht süchtig und ist ein überschwänglicher Duft, der vom ersten Kontakt an fesselt. Die Komposition verströmt eine reichhaltige orientalischflorale Essenz, die auf reizvollen Noten von Orangenblüten aufbaut und durch amberartig-orientalische Untertöne von Benzoe, rosa Pfeffer, Tonkabohne und Vanille ergänzt wird. Der Duft stellt eine Verkörperung italienischer Weiblichkeit, Sinnlichkeit und Opulenz dar. ","<ul><li><b>Zielgruppe</b>: für Sie</li><li><b>Kopfnote</b>: grüne Mandarine, rosa Pfeffer, Ambrettesamen</li><li><b>Herznote</b>: Orangenblüte, arabischer Jasmin, Miabelle</li><li><b>Basisnote</b>: Benzoe Laos, Patchouli, Vanille Absolu</li></ul>"
