,name,id1,id2,price_per_L,gender,page,url,description,other_text
0,"Fuel for Life Femme, EdP 50 ml",124563,3605520385568,1299.8,women,0,https://www.rossmann.de/de/pflege-und-duft-diesel-fuel-for-life-femme-edp-50-ml/p/3605520385568,"Fuel For Life Femme von Diesel ist die Weiterentwicklung eines klassischen Chypré-Duftes. Die Noten von Mandarine, rosa Pfeffer, Jasmin, schwarzer Johannisbeere, Moschus und Patschuli vereinen sich zu einem frisch-intensiven, moosig-holzigen Duft. Fuel For Life Femme ist ein sinnliches und romantisches Parfum voller Vitalität. Die kraftvolle Duftkomposition verbreitet auch in der kalten Jahreszeit mit ihren Zitrusnoten Wärme und pulsierende Sinnlichkeit. Ebenso spielt der Flakon gekonnt mit Widersprüchen, wenn das schlichte Design mit zarter Spitze überzogen wird. Der perfekte Duft für Frauen, die bei aller Leichtigkeit auch gerne die Führung übernehmen und gleich alle Anwesenden auf geheimnisvoll verführerische Art in ihren Bann ziehen möchten. Fuel For Life Femme von Diesel steht für die ambivalente Weiblichkeit. ","<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote: </b>Mandarine, Pfeffer</li><li><b>Basisnote: </b>Moschus, Patchouli</li><li><b>Duftfamilie: </b>blumig</li></ul>"
1,"Eau de Iceberg Woman, EdT 100 ml",137257,8057714450098,249.9,women,0,https://www.rossmann.de/de/pflege-und-duft-iceberg-eau-de-iceberg-woman-edt-100-ml/p/8057714450098,"Bereits seit 1974 eine stilvolle Sportswear-Couture Marke: Erleben Sie sportliche Eleganz und stilvolle Lässigkeit mit der Parfüm- & Modemarke ICEBERG!Die hochwertigen Parfums von ICEBERG bilden einen perfekten Mix aus klassisch, sporty sowie modern – für unwiderstehliche Frische. Perfekt für aktive Männer und Frauen, die stets auf der Suche nach neuen Herausforderungen sind: Tauchen Sie in die einzigartige Welt der luxuriösen, italienischen Marke ein und entfalten Sie Ihre individuelle Freiheit mit den aromatischen Duftnoten von ICEBERG Parfum! Bringen Sie einen Hauch von Luxus in Ihren Alltag - mit dem Eau de ICEBERG Woman Parfum: Das sinnliche Damenparfum bildet eine fruchtig-frische Komposition, die Ihre Sinne belebt und verzaubert. Die Kopfnoten des Duftes aus saftiger Ananas, Blutorange und Birne verbreiten sofort gute Laune und fangen das sinnliche Lebensgefühl des Sommers ein. In der Herznote vereinen sich elegante, weiße Blüten mit Feige zu einem verführerischen Bouquet, das die Weiblichkeit und Eleganz seiner Trägerin unterstreicht.Der minimalistische Flakon von Eau de ICEBERG spiegelt die Zeitlosigkeit des Duftes selbst wider. Erleben auch Sie mit der frisch-fruchtigen Duftnote von Eau de ICEBERG Woman einen warmen Sommertag, an dem eine sanfte Brise Ihre Geruchssinne mit einer unwiderstehlichen, lebendigen Duftkomposition umschmeichelt. ","<ul><li><b>Zielgruppe</b>: für Sie</li><li><b>Kopfnote</b>: Birne, Blutorange, Ananas</li><li><b>Herznote</b>: Jasmin, Feige, Freesie</li><li><b>Basisnote</b>: Vanille, Moschus, Hölzerne Noten</li><li><b>Duftfamilie</b>: floral, fruchtig, frisch</li></ul>"
2,"Cara Mia Ti Amo, EdP 50 ml",094058,4013670000245,299.8,women,0,https://www.rossmann.de/de/pflege-und-duft-etienne-aigner-cara-mia-ti-amo-edp-50-ml/p/4013670000245,"Ein frischer, blumiger Duft mit einem knackig-fruchtigen Auftakt aus Mandarine, Aprikose und pinkem Pfeffer. Im Herzen entfaltet sich ein Bouquet aus pinken Pfingstrosen und Rosen, das für echte Frühlingsgefühle sorgt - zu jeder Jahreszeit! Sinnlicher Moschus, Vetivergras sowie ein Hauch von Eichenmoos runden den verführerischen Duft von Etienne Aigner in der Basis perfekt ab. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Pfeffer, Bergamotte, Mandarinenorange</li><li><b>Herznote:</b> Rose, Pfingstrose</li><li><b>Basisnote:</b> Vetiver, Moschus, Eichenmoos</li><li><b>Duftfamilie: </b>holzig, blumig</li></ul>"
3,"Be Delicious Orchard Street,  EdP 30ml",147067,0085715950437,816.33,women,0,https://www.rossmann.de/de/pflege-und-duft-dkny-be-delicious-orchard-street-edp-30ml/p/0085715950437,"Erlebe mit Be Delicious Orchard St. die Energie der Lower East Side von New York City. Mit seiner köstlichen pinken Frische fesselt Orchard Street deine Sinne. Pink Lady Apfel und pinke Grapefruit versprühen fruchtige Lebensfreude, während Rosa Pfeffer für einen unvergleichlichen Mix aus Süße und Schärfe sorgt. Üppiger Jasmin und Iris sorgen für femininen Charme, während schwarze Himbeere und Granatapfel die Leichtigkeit des Dufts unterstreichen. Cremiges Zedernholz, umhüllt von Leder, fängt den dynamischen Esprit der Stadt ein und verströmt eine glanzvolle, New Yorker Atmosphäre. Erlebe die pulsierende Anziehungskraft, genieße die unbeschwerte Lebensfreude und mache jeden Moment unvergesslich! ","<ul><li><b>Zielgruppe</b>: für Sie</li><li><b>Kopfnote</b>: Pink-Lady Apfel, pinke Grapefruit, schwarze Johannisbeere, rosa Pfeffer</li><li><b>Herznote</b>: Jasmin, Iris, schwarze Himbeere, Granatapfel</li><li><b>Basisnote</b>: Leder, Zedernholz, Amberholz, Edenolid</li><li><b>Duftfamilie</b>: fruchtig, orientalisch</li></ul>"
4,"Be Delicious, EdP 30 ml",938037,0763511009800,816.33,women,0,https://www.rossmann.de/de/pflege-und-duft-dkny-be-delicious-edp-30-ml/p/0763511009800,"DKNY Be Delicious ist ein energiegeladenes Eau de Parfum, dass durch den Lifestyle New Yorks inspiriert wurde. Die Kombination aus verschiedenen Ingredienzen sorgt für Gefühle der Unschuld, Unwiderstehlichkeit und ist geheimnisvoll. ","<ul><li><b>Zielgruppe</b>: für Sie</li><li><b>Kopfnote</b>: Apfel, Grapefruit, Gurke, Magnolie</li><li><b>Herznote</b>: Tuberose, Veilchen, Rose, Maiglöckchen</li><li><b>Basisnote</b>: hölzerne Töne, Sandelholz, weißer Ambra</li><li><b>Duftfamilien</b>: fruchtig, blumig</li></ul>"
5,"For Women, EdP 45 ml",104501,3386460059121,322.0,women,0,https://www.rossmann.de/de/pflege-und-duft-karl-lagerfeld-for-women-edp-45-ml/p/3386460059121,"Mode zum Sprühen: Karl Lagerfeld For Women Eau de Parfum Dieser Duft ist der Inbegriff für Stil und Einzigartigkeit. Bereits seine extravaganten Modekreationen sind weltweit bekannt und angesehen. Nun erobert das elektrisierende Karl Lagerfeld For Women Eau de Parfum die Duftwelt mit seiner zeitlosen Eleganz. Die frische, blumige Kreation eröffnet mit einer Kopfnote aus spritzigen Limetten und zartem Pfirsich. Blühende Rosen, Magnolien und Frangipani in der Herznote sorgen für eine pure Verführung der Sinne. In der sinnlichen Basisnote treffen Moschus und Amber aufeinander und sorgen für eine meisterhafte Vollendung dieser raffinierten Duftkomposition. Der feminine, kultige Duft verleiht seiner Trägerin Stärke, Ausstrahlung und Selbstsicherheit, die ein unwiderstehliches Verlangen auslösen. ","<ul><li><b>Zielgruppe</b>: für Sie</li><li><b>Kopfnote</b>: Zitrone, Pfirsich</li><li><b>Herznote</b>: Rose, Magnolie</li><li><b>Basisnote</b>: Moschus, Holz, Amber</li><li><b>Duftrichtung</b>: fruchtig, frisch, blumig</li></ul>"
6,"Be Delicious fresh blossom, EdP 30 ml",442251,0022548181089,816.33,women,0,https://www.rossmann.de/de/pflege-und-duft-dkny-be-delicious-fresh-blossom-edp-30-ml/p/0022548181089,"Mit DKNY Be Delicious Fresh Blossom, einem Duft so unschuldig, so frisch, so verspielt, dass er an eine Apfelblüte erinnert.DKNY Be Delicious Fresh Blossom In New York erblüht gerade eine Apfelblüte. Sie hat etwas wunderbar Unwiderstehliches an sich… …ihre sanfte Schönheit, ihr femininer Reiz. Das Gefühl von wieder erwachtem Optimismus, Freude und guter Laune, wenn eine Blume zum Leben erwacht zwischen Pflastersteinen, Beton und Wolkenkratzern. Ein unbeschwerter Moment, den man festhalten und genießen möchte. DKNY feiert die Schönheit der Stadt im Frühling. Mit DKNY Be Delicious Fresh Blossom, einem Duft so unschuldig, so frisch, so verspielt, dass er an eine Apfelblüte erinnert. Die Apfelblüte...dem Symbol für Liebe, Jugend, Schönheit und Glück, die Ihre Sinne verführt und Ihr Herz berührt. Atmen Sie seine Ausstrahlung ein, fühlen Sie seine Energie. Sie werden diesem Duft nicht widerstehen können… ",<ul><li>Duftnote: blumig</li></ul>
7,"Lou Lou, EdP 30 ml",919913,3360373000074,733.0,women,0,https://www.rossmann.de/de/pflege-und-duft-cacharel-lou-lou-edp-30-ml/p/3360373000074,"Mit dem Eau de Parfum Lou Lou von Cacharel kehrt die kindliche Unbeschwertheit und weibliche Sinnlichkeit zurück. Der verführerische Damenduft lässt die Frauen leben und lieben. Das Dufterlebnis verspricht die Unbeschwertheit eines Kindes und die Sinnlichkeit einer Verführerin und wird zu einer schmeichelnden Liebkosung aus Ylang-Ylang und Tiaré-Blüte. Das Eau de Parfum wird durch die Frische der Orangenblütenessenzen abgerundet. Die blumige Duftnote verströmt einen geheimnisvollen, pudrigen Nebel von Moschus und Helitrop. Sie wird auf sanfte Weise abgelöst durch die sinnlich-erotische Komposition aus Tonka, Weihrauch und Sandelholz. Der Flakon selbst erscheint wie ein geschliffener fünfeckiges Juwel. Sein sanftes Blau wird nur durch einen schmalen rubinroten Ring unterbrochen. Das Lou Lou Eau de Parfum ist ein ausdrucksstarker, floral-orientalischer Damenduft und regt mit seiner Intensität all Ihre Sinne an. ",<ul><li><b>Zielgruppe</b>: Für Sie</li><li><b>Kopfnote</b>: Anis</li><li><b>Herznote</b>: Heiliotrop</li><li><b>Basisnote</b>: Harz</li><li><b>Duftfamilie</b>: blumig</li></ul>
8,"Noa, EdT, 30 ml",924450,3360373016334,733.0,women,0,https://www.rossmann.de/de/pflege-und-duft-cacharel-noa-edt-30-ml/p/3360373016334,"Noa Eau de Toilette von Cacharel - ein edler Hauch innerer Ruhe, der für die moderne Frau und das neue Jahrtausend steht. Voller Zuversicht, zärtlicher Weiblichkeit und innerer Harmonie wird in die Zukunft geblickt. Der blumige Damenduft versprüht im Auftakt eine natürliche, spontane, spritzig-grüne Frische und feinwürzigen Koriander, während im feminin-floralen Herzen ein Bouquet weißer Pfingstrosen erblüht. Der Fond strahlt mit der Transparenz des weißen Moschus und der tiefen Wärme von Kaffee und Weihrauch. Der Zerstäuber ermöglicht ein besonders feines Auftragen des Duftes, dessen Klarheit von seiner Präsentation untermalt wird: eine sanfte Kugel, in der das Licht eine kostbare Perle durchschimmern lässt. Wie ein Symbol für das Wertvolle und Geheimnisvolle dieser Welt. Das Noa Eau de Toilette von Cacharel ist ein harmonischer Duft für jede Frau. Zielgruppe : Für Sie Kopfnote : Moschus Herznote : Seegras Basisnote : Kaffee Duftfamilie : blumig ",
9,"Amor Amor, EdT 30 ml",936972,3360373063697,733.0,women,0,https://www.rossmann.de/de/pflege-und-duft-cacharel-amor-amor-edt-30-ml/p/3360373063697,"Amor Amor von Cacharel ist ein üppiger, fruchtig-blumiger Damenduft, der seine magische Anziehungskraft schon in den ersten Sekunden entfaltet. Unwiderstehlich verführerisch und harmonisch betörend wird die Trägerin dezent vom blumigen Duft umhüllt. Langanhaltend und sehr frisch trotz vorherrschender Süße berührt Amor Amor das Herz mit seiner sommerlichen Duftnote. Der leidenschaftliche Flakon des Eau de Toilettes bezaubert und lässt die Liebe in einer neuen Dimension entfachen. Mit einem kräftigen Rot repräsentiert er die Farbe der Liebe, die bei diesem Duft für Wärme sorgt und Sinnlichkeit versprüht. Jetzt oder nie! Die Liebe duldet keinen Verzug! ",<ul><li><b>Zielgruppe</b>: Für Sie</li><li><b>Kopfnote</b>: Bergamotte</li><li><b>Herznote</b>: Aprikose</li><li><b>Basisnote</b>: Amber</li><li><b>Duftfamilie</b>: blumig</li></ul>
10,"That's me!, EdP 50 ml",043095,4260309920294,399.8,women,0,https://www.rossmann.de/de/pflege-und-duft-helene-fischer-thats-me-edp-50-ml/p/4260309920294,"That's me! – der Duft von Helene Fischer ist vor allem eins: sehr persönlich. Im Auftakt trifft zitrisch-erfrischende sizilianische Tangerine auf den süßen Saft sonnengereifter Pfirsiche.Hier spiegeln sich lebendige Frische und Leichtigkeit wider, die langsam mit pinkfarbener Freesie zu den warmen, floralen Noten des Herzens überleiten, in dem sich ein sanfter, floraler Akkord aus Lotusblumen zärtlich mit süßen Rosen vereint.Schließlich entspringt in der Tiefe der Komposition eine Rhapsodie edler Hölzer, exotischer Vanille und Moschus. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Sizilianische Tangerine, Pfirsich</li><li><b>Herznote: </b>Pinke Freesie, Lotus, Rose</li><li><b>Basisnote:</b> Vanille, Moschus, edle Hölzer</li><li><b>Duftfamilie: </b>blumig, orientalisch</li></ul>"
11,"Woman, EdP 75 ml",920117,0085805390501,266.53,women,0,https://www.rossmann.de/de/pflege-und-duft-elizabeth-arden-woman-edp-75-ml/p/0085805390501,"Der Duft: Schick. Raffiniert. Wunderschön. Von der klassischen Architektur und dem eleganten Charme Manhattans inspiriert, fängt Elizabeth Arden 5th avenue den unverwechselbaren Stil der bekanntesten Straße der Welt ein. Der Duft verströmt die Energie und den Reiz von New York und behält dabei einen Hauch Weiblichkeit und Luxus. ","<ul><li>Kopfnoten: Flieder, Lindenblüte, Blühende Magnolie, Maiglöckchen, exotische Mandarine und Bergamotte</li><li>Herznoten: Bulgarische Rose, Veilchen, Ylang-Ylang, Jasmin, Indische Tuberose, Pfirsich, Nelke, Muskat</li><li>Basisnoten: Amber, Tibetanischer Moschus, Sandelholz, Iris und Vanille</li></ul>"
12,"Laura, EdT 50 ml",905299,4084500214255,699.8,women,0,https://www.rossmann.de/de/pflege-und-duft-laura-biagiotti-laura-edt-50-ml/p/4084500214255,"Ein leichter und zarter blumiger Duft, der wach macht und die Sinne erfrischt. Der virtuose Mix aus fruchtigen Noten und einem feinen Blumenbouquet verleiht dem Cocktail Lebhaftigkeit und erweckt die Sinne. Seine klaren, puren Noten sind so hell wie Träume und stehen im Kontrast zu den darunterliegenden, eindringlich holzigen Noten, in denen Sandelholz und Vanille mit einem Echo aus Moschus und Amber mysteriöse Sinnlichkeit hervorrufen. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Litchi, Pflaume, Bergamotte</li><li><b>Herznote:</b> Pfirsich, Rose, Lilie</li><li><b>Basisnote:</b> Sandelholz, Vanille, Moschus</li><li><b>Duftnote:</b> blumig, frisch</li></ul>"
13,"That's me! Honest, EdP 50 ml",134078,4260584034211,399.8,women,0,https://www.rossmann.de/de/pflege-und-duft-helene-fischer-thats-me-honest-edp-50-ml/p/4260584034211,"Geradlinig, ehrlich und authentisch wie Helene Fischer selbst präsentiert sich auch dieser Duft. That's Me Honest ist eine außergewöhnlich aufrichtige Duftkreation, die so vielfältig ist wie die Frau, die sie trägt. Der fruchtig-blumige Duft, eine Hommage an ihr eigenes Ich, an sich selbst. Sowohl der Duft als auch Helene haben nichts zu verbergen, denn zwei Wahrheiten können sich nicht widersprechen. Vielfältig und ausdrucksstark, wurde der Duft olfaktorisch eingefangen und ist nun bereit, die Vielfalt in die Welt hinauszutragen. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote: </b>Pink-Lady-Apfel, Wassermelone</li><li><b>Herznote: </b>brasilianische Orange, bulgarisches Rosenöl, Veilchen</li><li><b>Basisnote:</b> Vetiver, Zedernholz, Moschus</li><li><b>Duftfamilie:</b> frisch, blumig, fruchtig</li></ul>"
14,"Anais Anais, EdT 30 ml",901482,3360370512044,733.0,women,0,https://www.rossmann.de/de/pflege-und-duft-cacharel-anais-anais-edt-30-ml/p/3360370512044,Anais Anais von Cacharel ist ein verführerischer femininer Duft für romantische Gefühle und zarte Träume voller Fantasie. In seinem blumig-frischen Auftakt überzeugt der Duft durch die Frische der bourbonischen Lilien. Mit einem Hauch Moschus in der Basisnote werden auch die verführerische Sinnlichkeit von Rosen und Jasmin mit dem Herzen von Anais Anais verbunden. So zart und unschuldig wie der Duft ist auch der Flakon: Zarte Blüten schmücken das Kunstwerk aus Glas und perlmuttfarbener Glanz umgibt den Verschluss. Der blumige Damenduftklassiker Anais Anais von Cacharel ist besonders als Frühlings- und Sommerduft begehrt. ,<ul><li><b>Zielgruppe</b>: Für Sie</li><li><b>Kopfnote</b>: Hyazinthe</li><li><b>Herznote</b>: Lilie</li><li><b>Basisnote</b>: Vetiver</li><li><b>Duftfamilie</b>: blumig</li></ul>
15,"Madame Chérie, EdP 60 ml",170879,9120130821021,116.5,women,0,https://www.rossmann.de/de/pflege-und-duft-caline-madame-cherie-edp-60-ml/p/9120130821021,"Das Eau de Parfum CÂLINE Madame Chérie entfaltet eine außergewöhnliche Duftkomposition, bei der die Kirsche im Rampenlicht steht. Sanfte Mandelnoten eröffnen den Duft, gefolgt von fruchtiger Schwarzkirsche und lieblichem Jasmin. Ein Dufterlebnis, das die Trägerin mit einer skandalösen Intensität in den Bann zieht. Câline verzichtet auf Mikroplastikanteile in allen Produkten, engagiert sich für Tierrechte und testet nicht an Tieren. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote: </b>Mandel, Schwarzkirsche</li><li><b>Herznote: </b>Jasmin, Likör, Rose</li><li><b>Basisnote: </b>Vanille, Sandelholz, Moschus, Balsam</li><li><b>Duftfamilie: </b>blumig, orientalisch</li></ul>"
16,"Elixir, EdP 100 ml",155061,5903719644358,89.9,women,0,https://www.rossmann.de/de/pflege-und-duft-la-rive-elixir-edp-100-ml/p/5903719644358,"Hüllen Sie sich in die bezaubernde Wärme der holzigen Amber-Noten und spüren Sie die magische Energie von LA RIVE ELIXIR! Die Lebendigkeit der Mandarine in der Kopfnote harmoniert mit subtilen aquatischen Akzenten. Das orientalische Herz des Duftes lässt den Puls mit der Aura von Orangenblüte, Jasmin und herrlich sinnlichem Ylang Ylang höher schlagen. Diese mystische Komposition fasziniert mit Basisnoten aus Zedernholz und Amber mit Kaschmirholz. Ergeben Sie sich ihrer geheimen Kraft und erstrahlen Sie mit weiblichen Charme - das ist Ihr ELIXIR! ","<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote: </b>Mandarine, aquatische Noten</li><li><b>Herznote:</b> Orangenblüte, Jasmin, Ylang-Ylang</li><li><b>Basisnote:</b> Zedernholz, Amber, Kaschmirholz</li><li><b>Duftnote: </b>fruchtig-blumig</li></ul>"
17,"Woman, EdT 50 ml",096527,3616301640998,279.8,women,0,https://www.rossmann.de/de/pflege-und-duft-bruno-banani-woman-edt-50-ml/p/3616301640998,"Himmel oder Hölle? Eine wahre Dame muss sich nicht entscheiden! Eine Frau ist charmant-raffiniert und verführerisch-frech zugleich und sorgt für unvergessliche Momente voller Energie und Sinnlichkeit. Der raffinierte Damenduft von bruno banani setzt diese Elemente gekonnt in Szene: Die Ouvertüre bietet die feminine Kopfnote aus spritziger Orange, Efeu und sanfter Wasserlilie - einfach bezaubernd. Das Herz des Duftes besteht aus fruchtigem Pfirsich, intensiver Freesie und Maiglöckchen. Abgerundet mit einer Basisnote aus weißem Moschus und cremiger Vanille wickelt das Parfüm jeden Mann um den Finger. Dynamisch-fruchtig und einfach besonders überzeugend kommt der Damenduft im typisch asymmetrischen Flakon in niedlichem rosa undTeufelshorn-Design. bruno banani - Not for everybody! Nonkonform, individuell und trendig: Der Chemnitzer Unterwäschen- und Dessoushersteller bruno banani ist seit seinen Anfängen 1994 aus der deutschen Modebranche nicht mehr wegzudenken. Seit mehr als 20 Jahren steht das Unternehmen für Qualität und Exklusivität. Neben hochwertiger Unterwäsche ist die Kultmarke auch für unwiderstehlich aufregende Düfte und einzigartige Accessoires bekannt - gemacht für Individualisten! ","<ul><li><b>Zielgruppe</b>: für Sie</li><li><b>Kopfnote</b>: Orange, Efeu, Wasserlilie</li><li><b>Herznote</b>: Pfirsich, Freesie, Maiglöckchen</li><li><b>Basisnote</b>: weißer Moschus, Vanille</li><li><b>Duftfamilie</b>: blumig, fruchtig</li></ul>"
18,"Deep Red, EdP 50 ml",929318,0737052683522,459.8,women,0,https://www.rossmann.de/de/pflege-und-duft-hugo-boss-deep-red-edp-50-ml/p/0737052683522,"HUGO Deep Red ist die Komposition für Frauen, die Leidenschaft und Sinnlichkeit verkörpern. Entdecken Sie die mysteriöse Seite von HUGO und ergänzen Sie Ihre Kollektion um diesen warmen, verführerischen Duft.  ","<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote: </b>Birne, Blutorange, Clementine, Mandarine, schwarze Johannisbeere</li><li><b>Herznote: </b>Freesie, Hibiskus, Ingwer, Ingwerblüte, Tuberose</li><li><b>Basisnote: </b>Moschus, Sandelholz, Vanille, Zedernholz</li><li><b>Duftfamilie: </b>süß-fruchtig</li></ul>"
19,"Private Number Women, EdT 100 ml",911597,4013670751024,169.9,women,0,https://www.rossmann.de/de/pflege-und-duft-etienne-aigner-private-number-women-edt-100-ml/p/4013670751024,,"<ul><li>Kopfnoten: Estragon, Galbanum, grüne Noten, Hyazinthe, Mandarine, Pfirsich </li><li>Herznoten: Gartennelke, Honig, Iris, Jasmin, Maiglöckchen, Narzisse, Reseda, Rose</li><li>Basisnoten: Amber, Eichenmoos, Moschus, Tonkabohne, Vanille, Vetiver, Zeder </li></ul>"
20,"Vanilla Touch, EdP 90ml",134653,5903719642705,99.89,women,0,https://www.rossmann.de/de/pflege-und-duft-la-rive-vanilla-touch-edp-90ml/p/5903719642705,"Süße ist nicht nur ein Geschmackserlebnis - sie ist auch eine Stimmung, Emotionen, Erinnerungen und femininer Charme... Spüre all ihre Schattierungen in der fesselnden Komposition VANILLA TOUCH von LA RIVE! Der Duft beginnt mit der saftigen Süße der Pflaume, die mit Weißdorn verfeinert ist. Deine Sinne werden von der süßen Wärme des Karamells verwöhnt, das zusammen mit den lieblichen Maiglöckchen das Herz dieses Duftes bildet. Wenn sich das Bouquet voll entfaltet, spürst Du den Reichtum der exotischen Natur der Vanille in der Basis, die das Hauptmerkmal dieses fantastischen Bouquets ist... Ihr Charakter wird durch Noten von Sandel- und Zedernholz, Ambroxan und einer Prise räuberischen Moschus unterstrichen. Welche dieser Welten ist Dir am nächsten? Zeige Deine ganze Zärtlichkeit mit VANILLA TOUCH! ","<ul><li><b>Zielgruppe: </b>für Sie</li><li><b>Kopfnote: </b>fruchtige Noten, Weißdorne</li><li><b>Herznote: </b>Maiglöckchen, Kumarin, Karamell</li><li><b>Basisnote: </b>Vanille, Moschus, Sandelholz, Bernstein, Zedernholz</li><li><b>Duftfamilie: </b>blumig, vanillig</li></ul>"
21,"Le Bain, EdP 75 ml",952156,3414206000165,333.2,women,0,https://www.rossmann.de/de/pflege-und-duft-joop-le-bain-edp-75-ml/p/3414206000165,"Joop! Le Bain ist ein typisches Eau de Parfum der 80er Jahre. Mit seinen würzigen und holzigen Noten verleiht es dem ansonsten lieblichen Duft, eine gewisse Würze und somit auch seine Anziehungskraft. Joop! Le Bain bezaubert vor allem durch das gekonnte Zusammenspiel aus Hölzern, Blüten und erfrischenden Zitrusfrüchten. ",
22,"Woman, EdT 30 ml",640336,4011700822003,233.0,women,0,https://www.rossmann.de/de/pflege-und-duft-soliver-woman-edt-30-ml/p/4011700822003,"s.Oliver – Trenddüfte, die magnetisch anziehen! s.Oliver, 1969 in Würzburg gegründet, zählt zu den führenden Mode- und Lifestyleunternehmen in Europa. Als Trendmarke hat sich s.Oliver konsequent dem Lebensgefühl von heute verschrieben: Authentizität, Leidenschaft und Spontanität verschaffen sich hier mit Fashion ihren zeitgemäßen Ausdruck. Die Twindüfte s.Oliver stehen für Gegensätze, die sich geradezu magnetisch anziehen – was verschieden ist, gehört doch zusammen: Sinn und Sinnlichkeit. Rund und eckig. Mann und Frau. Schwarz und Rot. s.Oliver men und s.Oliver women, das sind die Duftkompositionen für zwei, die sich gefunden haben, Düfte für alle, die auf Charakter, Individualität und Ausstrahlung setzen. s.Oliver – just magnetic! Spannend und zeitgemäß, für Männer und Frauen! Dem Damenduft s.Oliver women verleihen Bergamotte, Limette und roter Apfel in der Kopfnote eine lebendige, natürliche Spritzigkeit. Die Herznote von transparenten floralen Akkorden und feinem Moschus entfaltet sich selbstbewusst feminin. Ein Hauch von Sandelholz verbreitet im Fond orientalisches Flair und feine Würzigkeit. ","<ul><li><b>Zielgruppe</b>: für Sie</li><li><b>Kopfnote</b>: Limone, Bergamotte, Frisch Grün, Cassis</li><li><b>Herznote</b>: Veilchen, Rosen, Maiglöckchen, Rote Äpfel</li><li><b>Basisnote</b>: Sandelholz, Heliotropine, Moschus</li><li><b>Duftfamilie</b>: blumig, fruchtig, klassisch</li></ul>"
23,"Aura, EdT 30 ml",105263,3439600030501,1433.0,women,0,https://www.rossmann.de/de/pflege-und-duft-thierry-mugler-aura-edt-30-ml/p/3439600030501,"Eine Frau, die mit ihrem Instinkt und ihrem inneren Selbst verbunden ist, die in einer mysteriösen Fantasiewelt lebt. Aura Mugler Eau de Toilette präsentiert sich mit Akkorden aus Birne und Hibiskus-Samen noch spritziger und frischer und besticht durch sein fesselndes Herz aus weißer Vanille und Iriswurzel. ","<ul><li><b>Zielgruppe:</b> für Sie</li><li><b>Kopfnote:</b> Hibiskus, Birne</li><li><b>Herznote:</b> Iris</li><li><b>Basisnote:</b>Vanille</li><li><b>Duftfamilie:</b> orientalisch, holzig</li></ul>"
24,"Musk Oil for Woman, EdP 59 ml",039499,3607346511299,101.53,women,0,https://www.rossmann.de/de/pflege-und-duft-jovan-musk-oil-for-woman-edp-59-ml/p/3607346511299,"Das Jovan Musk Oil Eau de Toilette verführt mit einem einzigartigen Moschus-Duft, der Weiblichkeit und Sinnlichkeit unterstreicht. ","<ul><li><p><b>Zielgruppe:</b> für sie</p></li><li><b>Kopfnote</b>: Bergamotte, Pfirsich, Sternanis</li><li><b>Herznote</b>: Ylang Ylang, Lavendel, Kakaobutter, Maiglöckchen, Jasmin</li><li><b>Basisnote</b>: Vetiver, Patchouli, Moschus, Vanille</li><li><b>Duftfamilie</b>: betörend, geheimnisvoll</li></ul>"
25,"Selection Women, EdT 30 ml",476744,4011700855001,315.0,women,0,https://www.rossmann.de/de/pflege-und-duft-soliver-selection-women-edt-30-ml/p/4011700855001,"Der Duft für besondere Momente: Bergamotte, Nektarine, Bratapfel und Limette in der Kopfnote verleihen s.Oliver Selection Women einen cremigen Akzent; die floralen Komponenten der Herznote: Weiße Pfingstrose, transparenter Jasmin und Lonicera (stark duftendes Geißblatt) geben dem Duft ein unverwechselbares Charisma, texanisches Zedernholz, Ambra und Moschus betören durch Sinnlichkeit im Fond. ","<ul><li><b>Zielgruppe</b>: für Sie</li><li><b>Kopfnote</b>: Bergamotte, Nektarine, Gebackener Apfel, Limone</li><li><b>Herznote</b>: weiße Pfingstrose, Jasmin, Heckenkirche</li><li><b>Basisnote</b>: Amber, Zedernholz, Moschus</li><li><b>Duftfamilie</b>: blumig, holzig, pudrig</li></ul>"
