lemma,absolute_women,relative_women,absolute_men,relative_men,delta
Europa,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Eve,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Eve's,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Event,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Exklusivität,7.0,0.0004152823920265781,8.0,0.0008036162732295329,-0.00038833388120295483
Exotic,2.0,0.00011865211200759374,1.0,0.00010045203415369161,1.8200077853902126e-05
Exotik,2.0,0.00011865211200759374,1.0,0.00010045203415369161,1.8200077853902126e-05
ExotischesSandelholz,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Expedition,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Explosion,3.0,0.0001779781680113906,3.0,0.00030135610246107485,-0.00012337793444968425
Extra,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Extra-Energie,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Extrakt,1.0,5.932605600379687e-05,1.0,0.00010045203415369161,-4.1125978149894744e-05
Extravagant,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Extravaganz,4.0,0.00023730422401518748,0.0,0.0,0.00023730422401518748
Extremer,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Extremsport,0.0,0.0,4.0,0.00040180813661476645,-0.00040180813661476645
Extrême,0.0,0.0,3.0,0.00030135610246107485,-0.00030135610246107485
F-Vibes-Linie,1.0,5.932605600379687e-05,1.0,0.00010045203415369161,-4.1125978149894744e-05
FEARLESS,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
FEEL,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
FILA,1.0,5.932605600379687e-05,1.0,0.00010045203415369161,-4.1125978149894744e-05
FIRST,0.0,0.0,2.0,0.00020090406830738323,-0.00020090406830738323
FLAME,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
FLASH,0.0,0.0,2.0,0.00020090406830738323,-0.00020090406830738323
FLEUR,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
FLOW,0.0,0.0,3.0,0.00030135610246107485,-0.00030135610246107485
FORCE,0.0,0.0,2.0,0.00020090406830738323,-0.00020090406830738323
FRE$H,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
FREETODARE,2.0,0.00011865211200759374,2.0,0.00020090406830738323,-8.225195629978949e-05
FRISCHE-SPLASH,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
FSC-zertifiziert,7.0,0.0004152823920265781,2.0,0.00020090406830738323,0.00021437832371919486
Facette,13.0,0.0007712387280493592,5.0,0.0005022601707684581,0.0002689785572809011
Facettenreich,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Facettenreichtum,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Faden,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Fahrt,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Faible,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Fall,2.0,0.00011865211200759374,1.0,0.00010045203415369161,1.8200077853902126e-05
Fame,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Familie,3.0,0.0001779781680113906,0.0,0.0,0.0001779781680113906
Fantasie,7.0,0.0004152823920265781,1.0,0.00010045203415369161,0.0003148303578728865
Fantasiewelt,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Fantasy,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Farbduo,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Farbe,4.0,0.00023730422401518748,3.0,0.00030135610246107485,-6.405187844588738e-05
Farben,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Farbenpracht,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Farbgebung,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Farbgestaltung,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Farbton,3.0,0.0001779781680113906,0.0,0.0,0.0001779781680113906
Farbwelt,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Farn,0.0,0.0,3.0,0.00030135610246107485,-0.00030135610246107485
Fashion,3.0,0.0001779781680113906,0.0,0.0,0.0001779781680113906
Fashion-Designer,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Fashion-Label,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Fashiontrend,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Faszination,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Faust,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Fearless,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Feel,1.0,5.932605600379687e-05,3.0,0.00030135610246107485,-0.00024203004645727798
Feel-Good-Inhaltsstoffen,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Feelgood-Erlebnis,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Feelin'Good,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Feier,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Feig,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Feige,1.0,5.932605600379687e-05,1.0,0.00010045203415369161,-4.1125978149894744e-05
Feinster,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Felicidad,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Felicità,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Feminin,12.0,0.0007119126720455624,0.0,0.0,0.0007119126720455624
Femininität,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Feminität,3.0,0.0001779781680113906,0.0,0.0,0.0001779781680113906
Femme,11.0,0.0006525866160417656,0.0,0.0,0.0006525866160417656
Fendi,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Ferne,1.0,5.932605600379687e-05,2.0,0.00020090406830738323,-0.00014157801230358635
Festival,4.0,0.00023730422401518748,2.0,0.00020090406830738323,3.640015570780425e-05
Festival-Lifestyle,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Festival-Szene,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Feuchtigkeit,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Feuer,2.0,0.00011865211200759374,2.0,0.00020090406830738323,-8.225195629978949e-05
Feuerwerk,5.0,0.00029663028001898433,1.0,0.00010045203415369161,0.00019617824586529273
Fever,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Fidji,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Fiery,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Fila,1.0,5.932605600379687e-05,1.0,0.00010045203415369161,-4.1125978149894744e-05
Fila-Welt,1.0,5.932605600379687e-05,1.0,0.00010045203415369161,-4.1125978149894744e-05
Finale,8.0,0.00047460844803037496,0.0,0.0,0.00047460844803037496
Fine,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Finger,4.0,0.00023730422401518748,1.0,0.00010045203415369161,0.00013685218986149585
Finish,2.0,0.00011865211200759374,2.0,0.00020090406830738323,-8.225195629978949e-05
Fiori,3.0,0.0001779781680113906,0.0,0.0,0.0001779781680113906
Fischer,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Fischgrätenoptik,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Fitness,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Fizzy,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Flachmann-Design,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Flacon,4.0,0.00023730422401518748,2.0,0.00020090406830738323,3.640015570780425e-05
Flair,3.0,0.0001779781680113906,0.0,0.0,0.0001779781680113906
Flakon,41.0,0.0024323682961556715,38.0,0.0038171772978402812,-0.0013848090016846098
Flakon-Design,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Flakondeckel,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Flakondesign,0.0,0.0,2.0,0.00020090406830738323,-0.00020090406830738323
Flanker-Duft,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Flasche,2.0,0.00011865211200759374,7.0,0.0007031642390758413,-0.0005845121270682476
Flaschenhals,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Fleckchen,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Flirt,1.0,5.932605600379687e-05,1.0,0.00010045203415369161,-4.1125978149894744e-05
Flirtobjekt,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Floral,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Floraler,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Floralnot,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Florence,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Florentiner,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Florenz,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Floriental,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Floriental-Chypre,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Flower,10.0,0.0005932605600379687,0.0,0.0,0.0005932605600379687
Fokus,2.0,0.00011865211200759374,1.0,0.00010045203415369161,1.8200077853902126e-05
Fokussierung,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Follow,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Fond,14.0,0.0008305647840531562,8.0,0.0008036162732295329,2.6948510823623256e-05
Fondnote,1.0,5.932605600379687e-05,1.0,0.00010045203415369161,-4.1125978149894744e-05
For,13.0,0.0007712387280493592,3.0,0.00030135610246107485,0.0004698826255882844
Forever,4.0,0.00023730422401518748,0.0,0.0,0.00023730422401518748
Form,6.0,0.0003559563360227812,3.0,0.00030135610246107485,5.460023356170635e-05
Format,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Formel,9.0,0.0005339345040341718,11.0,0.0011049723756906078,-0.000571037871656436
Formensprache,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Formulierung,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Fotograf,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Fougere,0.0,0.0,3.0,0.00030135610246107485,-0.00030135610246107485
Fougèr,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Fougère,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
"Fougère""-Akkord",0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Fougère-Akkorde,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Fougère-Charakter,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Fougère-Duft,0.0,0.0,5.0,0.0005022601707684581,-0.0005022601707684581
Frage,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Fragrance,4.0,0.00023730422401518748,0.0,0.0,0.00023730422401518748
Fragrances,0.0,0.0,2.0,0.00020090406830738323,-0.00020090406830738323
Fragrances-Linie,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Frangipani,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Frankreich,6.0,0.0003559563360227812,5.0,0.0005022601707684581,-0.0001463038347456769
Frau,158.0,0.009373516848599906,9.0,0.0009040683073832245,0.008469448541216682
Frech,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Freesia,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Freesie,20.0,0.0011865211200759373,2.0,0.00020090406830738323,0.0009856170517685541
Freesien,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Freesientön,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Freigeist,1.0,5.932605600379687e-05,2.0,0.00020090406830738323,-0.00014157801230358635
Freigeister,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Freiheit,9.0,0.0005339345040341718,13.0,0.001305876443997991,-0.0007719419399638192
Freizeit,3.0,0.0001779781680113906,3.0,0.00030135610246107485,-0.00012337793444968425
Fresh,5.0,0.00029663028001898433,0.0,0.0,0.00029663028001898433
Fresie,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Freude,12.0,0.0007119126720455624,0.0,0.0,0.0007119126720455624
Freund,4.0,0.00023730422401518748,3.0,0.00030135610246107485,-6.405187844588738e-05
Freundin,5.0,0.00029663028001898433,0.0,0.0,0.00029663028001898433
Friesmuster,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Frisch,5.0,0.00029663028001898433,8.0,0.0008036162732295329,-0.0005069859932105486
Frisch-floral,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Frische,33.0,0.0019577598481252964,35.0,0.0035158211953792064,-0.00155806134725391
Frische-Kick,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Frischeerlebnis,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Frischegefühl,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Frischekick,3.0,0.0001779781680113906,3.0,0.00030135610246107485,-0.00012337793444968425
From,0.0,0.0,2.0,0.00020090406830738323,-0.00020090406830738323
Frucht,6.0,0.0003559563360227812,0.0,0.0,0.0003559563360227812
Fruchtakkorde,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Fruchtig,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Fruchtig-florale,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Fruchtige,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Fruchtigkeit,6.0,0.0003559563360227812,1.0,0.00010045203415369161,0.0002555043018690896
Fruchtnot,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Fruchtnoten,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Fruchttönen,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Fräulein,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Fröhlich,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Frücht,8.0,0.00047460844803037496,0.0,0.0,0.00047460844803037496
Früchter,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Frühling,9.0,0.0005339345040341718,0.0,0.0,0.0005339345040341718
Frühlingsgefühl,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Frühlingsgefühle,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Frühlingstag,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Fuel,3.0,0.0001779781680113906,0.0,0.0,0.0001779781680113906
Fundament,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Funke,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Furchtlose,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Fusion,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Futuristisches,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Fuß,5.0,0.00029663028001898433,1.0,0.00010045203415369161,0.00019617824586529273
Fußball,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Fußballspieler,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Führung,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Fülle,3.0,0.0001779781680113906,2.0,0.00020090406830738323,-2.2925900295992624e-05
Füreinander,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
GARD,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
GGUESS,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
GIN,3.0,0.0001779781680113906,0.0,0.0,0.0001779781680113906
GIRL,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
GLAM,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
GLAMOUR,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
GLOW,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
GNTM-Kandidatin,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
GOLD,1.0,5.932605600379687e-05,1.0,0.00010045203415369161,-4.1125978149894744e-05
GOLDIE,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
GONZÁLEZ,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
GOOD,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
GRANITE,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
GRENZENLOS,2.0,0.00011865211200759374,1.0,0.00010045203415369161,1.8200077853902126e-05
GRL,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
GUESS,8.0,0.00047460844803037496,3.0,0.00030135610246107485,0.0001732523455693001
GUY,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Gabbana,0.0,0.0,2.0,0.00020090406830738323,-0.00020090406830738323
Gabriela,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Gajakholz,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Galban,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Galbanium,1.0,5.932605600379687e-05,1.0,0.00010045203415369161,-4.1125978149894744e-05
Galbanumharz,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Game,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Gard,3.0,0.0001779781680113906,0.0,0.0,0.0001779781680113906
Gardenie,5.0,0.00029663028001898433,1.0,0.00010045203415369161,0.00019617824586529273
Garten,3.0,0.0001779781680113906,1.0,0.00010045203415369161,7.752613385769899e-05
Gartennelke,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Gebiet,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Geborg,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Geborgenheit,5.0,0.00029663028001898433,3.0,0.00030135610246107485,-4.725822442090525e-06
Gedanke,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Gedächtnis,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Geflüster,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Gefühl,27.0,0.0016018035121025155,22.0,0.0022099447513812156,-0.0006081412392787001
Gegensatz,4.0,0.00023730422401518748,2.0,0.00020090406830738323,3.640015570780425e-05
Geheimnis,7.0,0.0004152823920265781,1.0,0.00010045203415369161,0.0003148303578728865
Geheimnisvoll,3.0,0.0001779781680113906,1.0,0.00010045203415369161,7.752613385769899e-05
Geheimnisvolle,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Gehäus,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Geist,11.0,0.0006525866160417656,11.0,0.0011049723756906078,-0.00045238575964884223
Geißblatt,4.0,0.00023730422401518748,0.0,0.0,0.00023730422401518748
Gelassenheit,2.0,0.00011865211200759374,3.0,0.00030135610246107485,-0.0001827039904534811
Gelateria,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Gelb,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Gelegenheit,11.0,0.0006525866160417656,6.0,0.0006027122049221497,4.987441111961588e-05
Geltung,5.0,0.00029663028001898433,1.0,0.00010045203415369161,0.00019617824586529273
Generation,1.0,5.932605600379687e-05,2.0,0.00020090406830738323,-0.00014157801230358635
Genieß,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Gentleman,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Genuss,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Geometrie,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Gepaart,2.0,0.00011865211200759374,1.0,0.00010045203415369161,1.8200077853902126e-05
Geradlinig,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Geradlinigkeit,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Gerani,1.0,5.932605600379687e-05,3.0,0.00030135610246107485,-0.00024203004645727798
Geranie,3.0,0.0001779781680113906,18.0,0.001808136614766449,-0.0016301584467550583
Geranien,0.0,0.0,2.0,0.00020090406830738323,-0.00020090406830738323
Geranienblüt,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Geranium,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Gercke,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Germany,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Gersellschaft,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Geruch,0.0,0.0,4.0,0.00040180813661476645,-0.00040180813661476645
Geruchserlebnis,1.0,5.932605600379687e-05,1.0,0.00010045203415369161,-4.1125978149894744e-05
Geruchskomponent,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Geruchssinn,1.0,5.932605600379687e-05,1.0,0.00010045203415369161,-4.1125978149894744e-05
Geruchssinne,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Geruchsspaziergang,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Gesamtkonzept,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Gesamtkreation,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Gesamtkunstwerk,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Geschaffe,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Geschehen,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Geschenk,8.0,0.00047460844803037496,1.0,0.00010045203415369161,0.00037415641387668336
Geschenkset,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Geschichte,3.0,0.0001779781680113906,4.0,0.00040180813661476645,-0.00022382996860337585
Geschmack,2.0,0.00011865211200759374,4.0,0.00040180813661476645,-0.0002831560246071727
Geschmackserlebnis,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Geschmacksrichtung,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Geschmeidigkeit,5.0,0.00029663028001898433,0.0,0.0,0.00029663028001898433
Geselligkeit,1.0,5.932605600379687e-05,1.0,0.00010045203415369161,-4.1125978149894744e-05
Gesellschaft,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Gesicht,4.0,0.00023730422401518748,0.0,0.0,0.00023730422401518748
Gespräch,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Gespür,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Gestalt,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Geste,3.0,0.0001779781680113906,0.0,0.0,0.0001779781680113906
Gesundheit,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Getümmel,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Gewand,1.0,5.932605600379687e-05,2.0,0.00020090406830738323,-0.00014157801230358635
Gewohnheit,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Gewürz,1.0,5.932605600379687e-05,10.0,0.0010045203415369162,-0.0009451942855331194
Gewürzarom,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Gewürznelke,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Gewürznote,1.0,5.932605600379687e-05,1.0,0.00010045203415369161,-4.1125978149894744e-05
Gianduja,5.0,0.00029663028001898433,0.0,0.0,0.00029663028001898433
Gigs,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Gin-Kick,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Girl,4.0,0.00023730422401518748,0.0,0.0,0.00023730422401518748
Girlcrush,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Girls,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Gischt,0.0,0.0,2.0,0.00020090406830738323,-0.00020090406830738323
Glam,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Glamour,8.0,0.00047460844803037496,0.0,0.0,0.00047460844803037496
Glamour-Duft,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Glamour-Stil,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Glamourös,8.0,0.00047460844803037496,0.0,0.0,0.00047460844803037496
Glanz,4.0,0.00023730422401518748,0.0,0.0,0.00023730422401518748
Glas,3.0,0.0001779781680113906,10.0,0.0010045203415369162,-0.0008265421735255256
Glasflakon,9.0,0.0005339345040341718,4.0,0.00040180813661476645,0.00013212636741940538
Glasflasche,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Gleichgewicht,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Glitzerelement,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Globus,1.0,5.932605600379687e-05,1.0,0.00010045203415369161,-4.1125978149894744e-05
Gloria,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Glow,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Glyzinie,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Glück,13.0,0.0007712387280493592,2.0,0.00020090406830738323,0.000570334659741976
Glückseligkeit,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Glücksgefühl,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Glücksmoment,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Go,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Go-To-Mark,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Goal,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Gold,1.0,5.932605600379687e-05,8.0,0.0008036162732295329,-0.0007442902172257361
Golden,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
González,7.0,0.0004152823920265781,0.0,0.0,0.0004152823920265781
Good,1.0,5.932605600379687e-05,1.0,0.00010045203415369161,-4.1125978149894744e-05
Gourmand,7.0,0.0004152823920265781,0.0,0.0,0.0004152823920265781
Gourmand-Akzent,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Gourmand-Duft,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Gourmandnot,4.0,0.00023730422401518748,0.0,0.0,0.00023730422401518748
Gourmet-Empfindunge,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Gourmetnot,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Granatapfel,3.0,0.0001779781680113906,0.0,0.0,0.0001779781680113906
Granatapfelblüt,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Grande,5.0,0.00029663028001898433,0.0,0.0,0.00029663028001898433
Grapefrucht,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Grapefruit,15.0,0.000889890840056953,31.0,0.00311401305876444,-0.0022241222187074873
Grapefruit-Akkord,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Grapefruit-Akkorde,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Grapefruit-Baum,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
