lemma,absolute_women,relative_women,absolute_men,relative_men,delta
Beifuss,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Beifuß,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Beigeschmack,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Beitrag,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Beleben,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Belebend,2.0,0.00011865211200759374,1.0,0.00010045203415369161,1.8200077853902126e-05
Belebung,0.0,0.0,2.0,0.00020090406830738323,-0.00020090406830738323
Belieben,2.0,0.00011865211200759374,0.0,0.0,0.00011865211200759374
Bella,4.0,0.00023730422401518748,0.0,0.0,0.00023730422401518748
Belle,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Bench,7.0,0.0004152823920265781,5.0,0.0005022601707684581,-8.697777874188003e-05
Benchtradition,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Bentley,0.0,0.0,2.0,0.00020090406830738323,-0.00020090406830738323
Bentley-Limousin,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Bentley-Logo,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Benzoe,1.0,5.932605600379687e-05,6.0,0.0006027122049221497,-0.0005433861489183529
Benzoeharz,1.0,5.932605600379687e-05,1.0,0.00010045203415369161,-4.1125978149894744e-05
Benzoin,1.0,5.932605600379687e-05,1.0,0.00010045203415369161,-4.1125978149894744e-05
Benzoinnot,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Beobacht,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Bereit,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Bereitschaft,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Bergamotte,57.0,0.0033815851922164215,48.0,0.004821697639377198,-0.0014401124471607762
Bergamotte-Arom,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Bergamotte-Nuance,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Bergamotte-Unterton,1.0,5.932605600379687e-05,0.0,0.0,5.932605600379687e-05
Bergamotteund,0.0,0.0,1.0,0.00010045203415369161,-0.00010045203415369161
Berlin,12.0,0.0007119126720455624,1.0,0.00010045203415369161,0.0006114606378918708
Bernstein,4.0,0.00023730422401518748,1.0,0.00010045203415369161,0.00013685218986149585
