lemma,absolute_women,relative_women,absolute_men,relative_men,delta
1828,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
18307,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
18308,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
18309,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
1853,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
1864,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
1874,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
18920ingredient,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
18hours!**teste,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
19,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
1905,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
1906,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
1908,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
1912,4.0,5.187529179851637e-05,0.0,0.0,5.187529179851637e-05
19124ingredient,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
19140,150.0,0.0019453234424443638,52.0,0.001768106086365182,0.0001772173560791819
"19140).""""this",0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
19140).this,4.0,5.187529179851637e-05,2.0,6.80040802448147e-05,-1.6128788446298327e-05
19140)this,2.0,2.5937645899258183e-05,1.0,3.400204012240735e-05,-8.064394223149163e-06
1921,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
1925,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
1946,4.0,5.187529179851637e-05,0.0,0.0,5.187529179851637e-05
1947,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
1953.captivating,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
1961,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
1965,0.0,0.0,3.0,0.00010200612036722203,-0.00010200612036722203
1966,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
19660,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
19661,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
1973,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
19742,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
19745,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
19815,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
1983,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
1988,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
1990,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
1992,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
1999,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
1999.take,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
1this,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
2,185.0,0.0023992322456813818,75.0,0.0025501530091805507,-0.00015092076349916897
"2""""this",1.0,1.2968822949629092e-05,1.0,3.400204012240735e-05,-2.1033217172778255e-05
2(ci,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
"2)""""this",6.0,7.781293769777455e-05,1.0,3.400204012240735e-05,4.3810897575367203e-05
2)#14502,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
"2),ci",1.0,1.2968822949629092e-05,2.0,6.80040802448147e-05,-5.50352572951856e-05
2)-ci,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
2).this,9.0,0.00011671940654666182,9.0,0.0003060183611016661,-0.00018929895455500428
2)aceasta,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
2)bu,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
2)gel,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
2)methoxydibenzoylmethane,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
2)spray,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
2)this,29.0,0.00037609586553924364,6.0,0.00020401224073444407,0.00017208362480479957
"2,2",1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
"2,4",1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
2.this,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
20,20.0,0.0002593764589925818,6.0,0.00020401224073444407,5.536421825813774e-05
200,6.0,7.781293769777455e-05,2.0,6.80040802448147e-05,9.808857452959857e-06
2004,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
