lemma,absolute_women,relative_women,absolute_men,relative_men,delta
devotion,9.0,0.00011671940654666182,4.0,0.0001360081604896294,-1.928875394296757e-05
devour,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
dew,9.0,0.00011671940654666182,0.0,0.0,0.00011671940654666182
dewiness,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
dewy,21.0,0.0002723452819422109,0.0,0.0,0.0002723452819422109
değişebilecğeini,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
değişebilir,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
dg,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
di,82.0,0.0010634434818695855,36.0,0.0012240734444066645,-0.00016062996253707893
diacetate,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
dialog,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
dialogue,1.0,1.2968822949629092e-05,3.0,0.00010200612036722203,-8.903729741759295e-05
diamond,21.0,0.0002723452819422109,0.0,0.0,0.0002723452819422109
diamonds,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
dibutyl,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
dicaprate,16.0,0.00020750116719406547,10.0,0.00034002040122407346,-0.000132519234030008
dicaprylate,16.0,0.00020750116719406547,10.0,0.00034002040122407346,-0.000132519234030008
dichotomy,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
dicocamide,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
die,4.0,5.187529179851637e-05,0.0,0.0,5.187529179851637e-05
dient,0.0,0.0,2.0,6.80040802448147e-05,-6.80040802448147e-05
diese,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
diethyl,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
diethylamino,36.0,0.0004668776261866473,33.0,0.0011220673240394424,-0.0006551896978527951
diethylaminohydroxybenzoyl,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
diethylhexyl,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
difference,22.0,0.00028531410489184,9.0,0.0003060183611016661,-2.070425620982611e-05
different,11.0,0.00014265705244592,3.0,0.00010200612036722203,4.065093207869797e-05
differently,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
diffuse,20.0,0.0002593764589925818,1.0,3.400204012240735e-05,0.00022537441887017447
diffused,4.0,5.187529179851637e-05,0.0,0.0,5.187529179851637e-05
diffuser,6.0,7.781293769777455e-05,0.0,0.0,7.781293769777455e-05
diffuser.4,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
diffusion,8.0,0.00010375058359703273,0.0,0.0,0.00010375058359703273
diffusive,4.0,5.187529179851637e-05,0.0,0.0,5.187529179851637e-05
digitata,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
dignity,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
dihydro,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
dihydrojasmonate,9.0,0.00011671940654666182,0.0,0.0,0.00011671940654666182
dihydroxy,7.0,9.078176064740364e-05,0.0,0.0,9.078176064740364e-05
diisopropyl,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
dilauryl,6.0,7.781293769777455e-05,4.0,0.0001360081604896294,-5.819522279185484e-05
dimension,7.0,9.078176064740364e-05,4.0,0.0001360081604896294,-4.522639984222575e-05
dimethicone,10.0,0.0001296882294962909,1.0,3.400204012240735e-05,9.568618937388356e-05
dimethiconol,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
dimethyl,14.0,0.00018156352129480727,3.0,0.00010200612036722203,7.955740092758524e-05
dimethyl-3,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
dimethylbenzoate,5.0,6.484411474814545e-05,0.0,0.0,6.484411474814545e-05
dimethylbenzoatethis,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
dimethylcyclohexylethoxy,8.0,0.00010375058359703273,0.0,0.0,0.00010375058359703273
dimethylhydrocinnamal,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
diminutive,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
dinner,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
dioctyl,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
dioleate,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
dior,109.0,0.001413601701509571,27.0,0.0009180550833049983,0.0004955466182045726
dioxide,5.0,6.484411474814545e-05,0.0,0.0,6.484411474814545e-05
dip,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
dipentaerythrityl,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
dipropylene,27.0,0.0003501582196399855,9.0,0.0003060183611016661,4.413985853831938e-05
dipteryx,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
direct,6.0,7.781293769777455e-05,3.0,0.00010200612036722203,-2.4193182669447484e-05
direction,359.0,0.0046558074389168435,136.0,0.004624277456647399,3.152998226944436e-05
directions,7.0,9.078176064740364e-05,6.0,0.00020401224073444407,-0.00011323048008704043
directly,16.0,0.00020750116719406547,8.0,0.0002720163209792588,-6.451515378519331e-05
director,5.0,6.484411474814545e-05,3.0,0.00010200612036722203,-3.716200561907658e-05
disappear,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
disclaimer,4.0,5.187529179851637e-05,0.0,0.0,5.187529179851637e-05
disconcert,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
discover,36.0,0.0004668776261866473,19.0,0.0006460387623257396,-0.0001791611361390923
discovery,21.0,0.0002723452819422109,2.0,6.80040802448147e-05,0.00020434120169739623
discreet,2.0,2.5937645899258183e-05,1.0,3.400204012240735e-05,-8.064394223149163e-06
disodium,19.0,0.00024640763604295276,4.0,0.0001360081604896294,0.00011039947555332338
disorient,0.0,0.0,2.0,6.80040802448147e-05,-6.80040802448147e-05
disperse,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
display,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
disrupt,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
disruptive,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
disruptively,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
dissolve,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
distance,10.0,0.0001296882294962909,5.0,0.00017001020061203673,-4.0321971115745824e-05
distant,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
distearate,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
disteardimonium,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
distil,8.0,0.00010375058359703273,4.0,0.0001360081604896294,-3.2257576892596654e-05
distillate,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
distillation,18.0,0.00023343881309332364,2.0,6.80040802448147e-05,0.00016543473284850893
distilled,8.0,0.00010375058359703273,0.0,0.0,0.00010375058359703273
distillery,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
distinct,2.0,2.5937645899258183e-05,1.0,3.400204012240735e-05,-8.064394223149163e-06
distinction,1.0,1.2968822949629092e-05,1.0,3.400204012240735e-05,-2.1033217172778255e-05
distinctive,20.0,0.0002593764589925818,12.0,0.00040802448146888814,-0.00014864802247630633
distinctively,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
distinguish,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
distinguished,1.0,1.2968822949629092e-05,3.0,0.00010200612036722203,-8.903729741759295e-05
distribute,1.0,1.2968822949629092e-05,1.0,3.400204012240735e-05,-2.1033217172778255e-05
disuccinate,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
disulfate,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
dit,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
diva,2.0,2.5937645899258183e-05,1.0,3.400204012240735e-05,-8.064394223149163e-06
dive,7.0,9.078176064740364e-05,2.0,6.80040802448147e-05,2.277768040258894e-05
diverse,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
diversity,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
divin,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
divine,4.0,5.187529179851637e-05,0.0,0.0,5.187529179851637e-05
divinely,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
dna,1.0,1.2968822949629092e-05,2.0,6.80040802448147e-05,-5.50352572951856e-05
dodecannedioate,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
dodecyl,5.0,6.484411474814545e-05,0.0,0.0,6.484411474814545e-05
dolce,12.0,0.0001556258753955491,15.0,0.0005100306018361102,-0.00035440472644056114
dolce&gabbana,39.0,0.0005057840950355346,49.0,0.0016660999659979599,-0.0011603158709624253
dome,1.0,1.2968822949629092e-05,3.0,0.00010200612036722203,-8.903729741759295e-05
dominant,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
dominate,1.0,1.2968822949629092e-05,1.0,3.400204012240735e-05,-2.1033217172778255e-05
dominating,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
dominican,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
dominique,0.0,0.0,2.0,6.80040802448147e-05,-6.80040802448147e-05
domitille,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
donatella,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
donna,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
donnaapply,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
door,2.0,2.5937645899258183e-05,1.0,3.400204012240735e-05,-8.064394223149163e-06
dose,6.0,7.781293769777455e-05,1.0,3.400204012240735e-05,4.3810897575367203e-05
dot,2.0,2.5937645899258183e-05,1.0,3.400204012240735e-05,-8.064394223149163e-06
double,6.0,7.781293769777455e-05,7.0,0.0002380142808568514,-0.00016020134315907684
douce,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
douche,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
doux,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
dovetail,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
downable,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
dragonfly,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
dragonfruit,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
dramatic,2.0,2.5937645899258183e-05,1.0,3.400204012240735e-05,-8.064394223149163e-06
dramatically,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
draw,20.0,0.0002593764589925818,13.0,0.0004420265215912955,-0.00018265006259871367
dream,33.0,0.00042797115733776003,6.0,0.00020401224073444407,0.00022395891660331597
dreamer,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
dreamlike,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
dreamy,14.0,0.00018156352129480727,0.0,0.0,0.00018156352129480727
drench,4.0,5.187529179851637e-05,3.0,0.00010200612036722203,-5.013082856870567e-05
dress,32.0,0.00041500233438813094,7.0,0.0002380142808568514,0.00017698805353127953
dressage,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
dressed,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
dried,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
drift,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
driftwood,7.0,9.078176064740364e-05,0.0,0.0,9.078176064740364e-05
drink,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
drip,3.0,3.8906468848887275e-05,1.0,3.400204012240735e-05,4.904428726479928e-06
drive,11.0,0.00014265705244592,0.0,0.0,0.00014265705244592
driver,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
drop,8.0,0.00010375058359703273,1.0,3.400204012240735e-05,6.97485434746254e-05
droplet,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
dropper,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
dry,51.0,0.0006614099704310836,19.0,0.0006460387623257396,1.5371208105344073e-05
drydown,11.0,0.00014265705244592,2.0,6.80040802448147e-05,7.465297220110531e-05
dryness,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
du,12.0,0.0001556258753955491,11.0,0.0003740224413464808,-0.0002183965659509317
dua,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
dual,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
duality,6.0,7.781293769777455e-05,11.0,0.0003740224413464808,-0.00029620950364870626
duchaufour,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
duel,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
duet,1.0,1.2968822949629092e-05,1.0,3.400204012240735e-05,-2.1033217172778255e-05
dulce,7.0,9.078176064740364e-05,0.0,0.0,9.078176064740364e-05
dulcis,8.0,0.00010375058359703273,0.0,0.0,0.00010375058359703273
dumur,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
dune,3.0,3.8906468848887275e-05,2.0,6.80040802448147e-05,-2.909761139592742e-05
dunes,4.0,5.187529179851637e-05,0.0,0.0,5.187529179851637e-05
duo,16.0,0.00020750116719406547,4.0,0.0001360081604896294,7.149300670443608e-05
duos,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
duovanilla,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
dusk,2.0,2.5937645899258183e-05,3.0,0.00010200612036722203,-7.606847446796385e-05
dusky,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
dusty,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
dye,4.0,5.187529179851637e-05,0.0,0.0,5.187529179851637e-05
dylan,9.0,0.00011671940654666182,1.0,3.400204012240735e-05,8.271736642425447e-05
dynamic,4.0,5.187529179851637e-05,4.0,0.0001360081604896294,-8.413286869111302e-05
dynamism,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
dynasty,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
dècolletage,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
début,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
décolletage,7.0,9.078176064740364e-05,0.0,0.0,9.078176064740364e-05
décolleté,8.0,0.00010375058359703273,0.0,0.0,0.00010375058359703273
décolleté.2,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
déjà,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
délicat,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
dénaturé,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
düzenli,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
d’eau,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
d’hermès,3.0,3.8906468848887275e-05,10.0,0.00034002040122407346,-0.00030111393237518616
d’issey,0.0,0.0,3.0,0.00010200612036722203,-0.00010200612036722203
d’ornano,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
e,17.0,0.00022046999014369457,0.0,0.0,0.00022046999014369457
"e)-1-(2,6,6",1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
eager,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
eagle,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
ear,34.0,0.00044093998028738913,10.0,0.00034002040122407346,0.00010091957906331568
earl,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
earle,10.0,0.0001296882294962909,0.0,0.0,0.0001296882294962909
earlobe,6.0,7.781293769777455e-05,2.0,6.80040802448147e-05,9.808857452959857e-06
early,6.0,7.781293769777455e-05,0.0,0.0,7.781293769777455e-05
earn,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
ears.|avoid,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
earth,2.0,2.5937645899258183e-05,11.0,0.0003740224413464808,-0.0003480847954472226
earthen,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
earthiness,3.0,3.8906468848887275e-05,2.0,6.80040802448147e-05,-2.909761139592742e-05
earthy,31.0,0.00040203351143850184,7.0,0.0002380142808568514,0.00016401923058165043
ease,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
easily,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
easily.*in,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
east,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
eastern,2.0,2.5937645899258183e-05,3.0,0.00010200612036722203,-7.606847446796385e-05
easy,12.0,0.0001556258753955491,4.0,0.0001360081604896294,1.9617714905919713e-05
eat,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
eathy,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
eau,786.0,0.010193494838408467,328.0,0.01115266916014961,-0.0009591743217411425
eau)butyl,6.0,7.781293769777455e-05,0.0,0.0,7.781293769777455e-05
eaux,9.0,0.00011671940654666182,0.0,0.0,0.00011671940654666182
ebb,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
ebony,2.0,2.5937645899258183e-05,3.0,0.00010200612036722203,-7.606847446796385e-05
eccentric,4.0,5.187529179851637e-05,0.0,0.0,5.187529179851637e-05
eccentricity,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
echo,12.0,0.0001556258753955491,16.0,0.0005440326419585176,-0.0003884067665629685
eclipse,1.0,1.2968822949629092e-05,2.0,6.80040802448147e-05,-5.50352572951856e-05
eco,18.0,0.00023343881309332364,1.0,3.400204012240735e-05,0.0001994367729709163
economy,0.0,0.0,2.0,6.80040802448147e-05,-6.80040802448147e-05
ecru,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
ecstasy,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
ecstatic,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
eden,4.0,5.187529179851637e-05,1.0,3.400204012240735e-05,1.787325167610902e-05
edge,10.0,0.0001296882294962909,6.0,0.00020401224073444407,-7.432401123815316e-05
edged,5.0,6.484411474814545e-05,0.0,0.0,6.484411474814545e-05
edgy,8.0,0.00010375058359703273,3.0,0.00010200612036722203,1.7444632298106998e-06
edible,4.0,5.187529179851637e-05,0.0,0.0,5.187529179851637e-05
edition,10.0,0.0001296882294962909,3.0,0.00010200612036722203,2.768210912906887e-05
edp,76.0,0.000985630544171811,25.0,0.0008500510030601836,0.00013557954111162744
edpcoastal,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
edpdark,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
edpdelicious,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
edpfiery,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
edpmesmerise,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
edpmesmerising,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
edprose,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
edpsunlit,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
edptobacco,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
edpwild,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
edt,19.0,0.00024640763604295276,12.0,0.00040802448146888814,-0.00016161684542593537
edta,16.0,0.00020750116719406547,5.0,0.00017001020061203673,3.749096658202874e-05
edta.this,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
edtathis,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
education,5.0,6.484411474814545e-05,0.0,0.0,6.484411474814545e-05
effect,33.0,0.00042797115733776003,5.0,0.00017001020061203673,0.0002579609567257233
effectiveness,4.0,5.187529179851637e-05,0.0,0.0,5.187529179851637e-05
effervescence,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
effervescent,7.0,9.078176064740364e-05,3.0,0.00010200612036722203,-1.1224359719818399e-05
effervesence,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
effortless,7.0,9.078176064740364e-05,2.0,6.80040802448147e-05,2.277768040258894e-05
effortlessly,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
egerie,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
egypt,6.0,7.781293769777455e-05,0.0,0.0,7.781293769777455e-05
egyptian,5.0,6.484411474814545e-05,0.0,0.0,6.484411474814545e-05
eilish,10.0,0.0001296882294962909,0.0,0.0,0.0001296882294962909
eine,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
einem,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
einer,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
einfließen,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
einzelproduktes,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
el,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
elate,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
elated,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
elation,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
elbow,52.0,0.0006743787933807128,29.0,0.000986059163549813,-0.0003116803701691003
electric,6.0,7.781293769777455e-05,3.0,0.00010200612036722203,-2.4193182669447484e-05
electrify,3.0,3.8906468848887275e-05,1.0,3.400204012240735e-05,4.904428726479928e-06
electrifying,0.0,0.0,2.0,6.80040802448147e-05,-6.80040802448147e-05
elegance,34.0,0.00044093998028738913,40.0,0.0013600816048962938,-0.0009191416246089047
elegance.\for,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
elegant,54.0,0.000700316439279971,48.0,0.0016320979258755525,-0.0009317814865955816
elegantly,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
element,3.0,3.8906468848887275e-05,15.0,0.0005100306018361102,-0.0004711241329872229
elemi,6.0,7.781293769777455e-05,7.0,0.0002380142808568514,-0.00016020134315907684
elettaria,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
elevate,11.0,0.00014265705244592,2.0,6.80040802448147e-05,7.465297220110531e-05
elevated,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
elicit,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
elie,21.0,0.0002723452819422109,0.0,0.0,0.0002723452819422109
elixir,19.0,0.00024640763604295276,9.0,0.0003060183611016661,-5.961072505871335e-05
ellena,5.0,6.484411474814545e-05,4.0,0.0001360081604896294,-7.116404574148394e-05
elliptical,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
elongate,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
elusive,4.0,5.187529179851637e-05,0.0,0.0,5.187529179851637e-05
elysées,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
em,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
emanate,2.0,2.5937645899258183e-05,1.0,3.400204012240735e-05,-8.064394223149163e-06
emanating,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
emancipated,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
emballage,6.0,7.781293769777455e-05,9.0,0.0003060183611016661,-0.00022820542340389158
embark,6.0,7.781293769777455e-05,0.0,0.0,7.781293769777455e-05
embellish,2.0,2.5937645899258183e-05,2.0,6.80040802448147e-05,-4.206643434555651e-05
emblazon,3.0,3.8906468848887275e-05,1.0,3.400204012240735e-05,4.904428726479928e-06
emblem,1.0,1.2968822949629092e-05,3.0,0.00010200612036722203,-8.903729741759295e-05
emblematic,29.0,0.00037609586553924364,11.0,0.0003740224413464808,2.073424192762844e-06
embodied,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
embodiment,4.0,5.187529179851637e-05,2.0,6.80040802448147e-05,-1.6128788446298327e-05
embody,28.0,0.00036312704258961454,17.0,0.0005780346820809249,-0.00021490763949131035
embolden,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
emboss,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
embossed,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
embrace,30.0,0.00038906468848887274,13.0,0.0004420265215912955,-5.296183310242274e-05
embroider,4.0,5.187529179851637e-05,0.0,0.0,5.187529179851637e-05
emerald,0.0,0.0,3.0,0.00010200612036722203,-0.00010200612036722203
emerge,7.0,9.078176064740364e-05,1.0,3.400204012240735e-05,5.677972052499629e-05
emin,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
emit,12.0,0.0001556258753955491,1.0,3.400204012240735e-05,0.00012162383527314176
emma,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
emotion,22.0,0.00028531410489184,4.0,0.0001360081604896294,0.00014930594440221062
emotion-,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
emotional,5.0,6.484411474814545e-05,0.0,0.0,6.484411474814545e-05
emotionally,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
emperor,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
emphasise,0.0,0.0,2.0,6.80040802448147e-05,-6.80040802448147e-05
emphasize,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
employment,2.0,2.5937645899258183e-05,0.0,0.0,2.5937645899258183e-05
emporio,0.0,0.0,5.0,0.00017001020061203673,-0.00017001020061203673
empower,18.0,0.00023343881309332364,6.0,0.00020401224073444407,2.942657235887957e-05
empowering,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
emulsion,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
en,2.0,2.5937645899258183e-05,1.0,3.400204012240735e-05,-8.064394223149163e-06
en-2,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
enable,3.0,3.8906468848887275e-05,0.0,0.0,3.8906468848887275e-05
enamel,1.0,1.2968822949629092e-05,1.0,3.400204012240735e-05,-2.1033217172778255e-05
enamoured,1.0,1.2968822949629092e-05,0.0,0.0,1.2968822949629092e-05
encapsulate,18.0,0.00023343881309332364,11.0,0.0003740224413464808,-0.00014058362825315716
encase,13.0,0.0001685946983451782,4.0,0.0001360081604896294,3.258653785554881e-05
encens,0.0,0.0,1.0,3.400204012240735e-05,-3.400204012240735e-05
enchant,5.0,6.484411474814545e-05,2.0,6.80040802448147e-05,-3.159965496669242e-06
enchanted,1.0,1.2968822949629092e-05,1.0,3.400204012240735e-05,-2.1033217172778255e-05
